record_id,symbol_class,lon,lat,gouvernorat,délégation,anchor_confident
oai:u-bordeaux-montaigne.fr:340355,building,9.75319,37.4115,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76446,37.41084,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77717,37.4101,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77578,37.41013,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85616,37.40584,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.79827,37.40873,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.79927,37.40868,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.79991,37.40866,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.81104,37.40813,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.82188,37.4078,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83399,37.40657,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.82104,37.40781,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.80967,37.40807,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83335,37.40665,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83236,37.40666,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85478,37.40521,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.87744,37.40396,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85616,37.40519,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86617,37.40459,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.89993,37.4025,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.91141,37.4021,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.91304,37.40179,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.88887,37.40319,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.91242,37.40184,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.92259,37.4011,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8226,37.40704,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.82193,37.40708,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86776,37.40432,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.91136,37.40156,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.93425,37.3952,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.93405,37.39412,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84431,37.39887,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.9235,37.38873,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.90096,37.38877,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73136,37.39874,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56415,37.4066,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56288,37.40661,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.75406,37.39087,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.90096,37.38097,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56242,37.39824,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56167,37.39824,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56334,37.39737,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56156,37.3975,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56095,37.38929,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56174,37.38929,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56255,37.38926,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56262,37.38861,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56175,37.3886,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56018,37.38042,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56094,37.38039,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.90094,37.35976,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55913,37.37147,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55993,37.37145,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56076,37.37143,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56069,37.3707,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55994,37.37077,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55843,37.36246,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55922,37.36245,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.56002,37.3617,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55924,37.36169,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55842,37.36177,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.74031,37.3481,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73859,37.34517,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76221,37.3434,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76198,37.34239,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55799,37.35358,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55896,37.35353,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55719,37.35354,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8382,37.33754,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55849,37.35273,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55718,37.3528,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84272,37.33608,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85396,37.33499,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86765,37.33429,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86162,37.33368,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8629,37.3332,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85581,37.33251,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86781,37.33115,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83884,37.3323,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86758,37.33048,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83671,37.33139,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.67355,37.34047,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.67401,37.34041,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8571,37.32987,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86088,37.3287,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.71251,37.33725,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.70274,37.33764,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77912,37.33296,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85948,37.3282,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.67982,37.33828,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73471,37.33473,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.72816,37.33504,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55737,37.34449,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55659,37.3445,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55815,37.34446,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85838,37.3273,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55814,37.34378,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55703,37.34382,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84683,37.32715,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84648,37.32712,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.66571,37.33724,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.79987,37.32962,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77283,37.33071,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73692,37.33265,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84784,37.32438,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.74319,37.33032,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85955,37.32352,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84652,37.32418,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85905,37.32337,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84699,37.32392,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.7162,37.33103,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.75708,37.32845,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77801,37.32708,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86242,37.3223,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.93432,37.31793,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.71957,37.33023,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8521,37.32271,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73919,37.32892,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76957,37.32703,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85413,37.32189,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.80914,37.32427,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76961,37.32621,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85335,37.32151,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76373,37.32625,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76404,37.32626,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.71256,37.32904,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8463,37.32143,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77545,37.3253,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86016,37.32052,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84641,37.32109,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76373,37.32567,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76342,37.32546,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8655,37.31983,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84364,37.32086,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.75205,37.32619,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.72376,37.32753,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77621,37.32443,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.82777,37.3215,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8447,37.32009,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86908,37.31849,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84017,37.32003,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.87127,37.31815,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84236,37.31986,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.5739,37.335,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.79492,37.32226,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.72351,37.32625,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84583,37.31907,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8412,37.3192,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.5558,37.33548,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84642,37.31888,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.80984,37.32084,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.83996,37.31918,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8009,37.32118,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.87093,37.31721,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.55661,37.33479,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.839,37.31887,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84574,37.31817,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84206,37.3183,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84131,37.31812,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77557,37.32156,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86773,37.31602,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84701,37.31724,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.77553,37.3211,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.7892,37.32017,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84711,37.31694,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.6483,37.32824,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84443,37.31703,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84231,37.31652,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.74452,37.32208,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84588,37.31617,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.78464,37.31962,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.84285,37.31622,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.64745,37.32741,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.71127,37.32354,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76984,37.31998,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.87079,37.31412,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86892,37.31359,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.8418,37.31496,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.86944,37.31287,,,1
oai:u-bordeaux-montaigne.fr:340355,building,9.73523,37.32055,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.85584,37.31361,Bizerte,Bizerte Nord,1
oai:u-bordeaux-montaigne.fr:340355,building,9.74769,37.31957,Bizerte,Bizerte Sud,1
oai:u-bordeaux-montaigne.fr:340355,building,9.76427,37.3185,Bizerte,Bizerte Nord,1
