record_id,title,year,year_earliest,year_latest,century,date,creators,publisher,scale,physical_description,views,subjects,coverage,description,language,holding,rights,doc_type,gallica_typedoc,confidence,matched_signal,matched_labels,matched_queries,url,iiif_manifest,provenance,thumbnail,catalogue_notice,alt_titles,internal_id
btv1b53242278x,"Carte d'une partie des cotes des Roy[au]mes d'Alger et de Tunis, depuis Bonne jusqu'a Biserte",,1700,1799,18th c.,17..,,,,1 feuille : ms ; 30 x 91 cm (feuille),2,"Sondages sous-marins | Méditerranée, Mer | Tunis, Province de -- Côtes | Tunis, Régence de -- Côtes | Garde, Cap de | Cap Rose | Annaba | Alger, Régence d' -- Côtes | La Galite, Île de | El Kala | Tabarka, Île de | Bizerte",Mer Méditerranée | Tunisie | Algérie,"Échelle(s) : [Echelle de] 30 milles d'Italie [= 15,5 cm]",ita,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 11",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | historic,biserta | bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53242278x,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53242278x/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53242278x.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53242278
btv1b10850771d,"Carte de la côte depuis le cap Sebibes, Porte Farine, La Goulette, Bizerty jusque au Cap Bon",,1700,1799,18th c.,17..,,,,1 flle ms : en coul. ; 52 x 37 cm,2,"Bizerte | Tunis, Golfe de | Bon, Cap | Ghár al Milh",Tunisie,"Échelle(s) : 5 lieues [=0,082 m]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (139)",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | region,bizerte | cap bon | la goulette | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b10850771d,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10850771d/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b10850771d.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40593927f,,IFN-10850771
btv1b8595367j,Carte de la situation de l'ancienne Carthage et de la baye de cette ville,1700,1700,1799,18th c.,1700-1799,"Shaw, Thomas (1694-1751). Auteur du texte / Autrice du texte",[s.n.],,"1 feuille ; 24,5 x 18 cm",1,Carthage,Tunisie,[Carte de la situation de l'ancienne Carthage et de la baye de cette ville] | Appartient à l’ensemble documentaire : AnvilAf | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (7994)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city | country,carthage | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8595367j,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595367j/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595367j.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595367
btv1b53236712q,"Carte qui comprend une partie des côtes de Barbarie, depuis le cap Bon jusqu'a la ville de Bomba, l'extrémité ouest de l'Isle de Candie, la partie Sud de la Morée et les côtes Sud ouest de l'Isle de Sicile qui sont entre la ville de Siracuse et celle de Trapano",,1700,1799,18th c.,17..,,,,1 feuille : ms ; 58 x 89 cm (support),1,"Grèce -- Côtes | Tripoli, Pachalik autonome de -- Côtes | Méditerranée, Mer | Al Hilāl, Ras (cap) | Mişrātah | Benghazi | Tunis, Province de -- Côtes | Syrte, Golfe de | Kerkennah, Îles | Sfax | Lampedusa, Île de | Djerba, Île de | Sicile, Royaume de -- Côtes | Crète, Province de | Jazīrat Barda‘ah (île) | Malte (île)",Mer Méditerranée – Bassin Est | Libye | Tunisie | Italie – Sicile | Grèce – Crète | Malte | Grèce – Péloponnèse,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 104 DIV 2 P 14",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island | region,cap bon | djerba | kerkennah | sfax | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53236712q,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53236712q/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53236712q.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46902217m,,IFN-53236712
btv1b532422761,"Carte topographique de la coste de Barbarie, depuis Alger jusques a Tunis",,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 78 x 159 cm",2,"Forts | Points cardinaux | Méditerranée, Mer | La Galite, Île de | Tunis, Régence de -- Côtes | Sicile, Royaume de | Sardaigne, Royaume de | Tunis, Province de -- Côtes | Alger | Alger, Province d' -- Côtes | Alger, Régence d' | Tunis | Jijel | Cap Rose | Béjaia | Skikda | El Qoll | Annaba | Cap Negro | Bougaroun, Cap | Fer, Cap de | Takouch, Ras (cap) | El Kala | La Galite, Île de | Tabarka, Île de | El Qoll | Annaba | Cap Negro | Bougaroun, Cap | Fer, Cap de | Takouch, Ras (cap) | Tabarka, Île de | Bizerte | Ghár al Milh | Sousse",Mer Méditerranée | Tunisie | Algérie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 7",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | sousse | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532422761,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532422761/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532422761.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53242276
btv1b532376062,Coste du Bastion de France depuis le cap de Rose jusques aux Gardes de Biserte,,1700,1799,18th c.,17..,,,,1 feuille : ms ; 47 x 137 cm,2,"Sondages sous-marins | Forts | Tunis, Régence de -- Côtes | Alger, Régence d' -- Côtes | Bizerte | Tabarka, Île de | Cap Rose | El Kala | Méditerranée, Mer",Mer Méditerranée | Tunisie | Algérie,"Échelle(s) : Echelle de vingt milles d'Italie [= 32,2 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 7 P 8 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | historic,biserta | bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532376062,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532376062/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532376062.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb469304922,,IFN-53237606
btv1b53237595z,Côte d'Afrique près [de] Tunis,,1700,1899,,17..-18..,,,,1 feuille : ms ; 35 x 49 cm,2,"Sondages sous-marins | Hammamet, Golfe de | Tunis, Golfe de | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 6 P 24/2 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | region,bizerte | cap bon | hammamet | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237595z,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237595z/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237595z.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46929001s,,IFN-53237595
btv1b53237547s,Côte de Monestier dans la rade,,1700,1799,18th c.,17..,,,,"1 feuille : ms ; 31 x 44 cm (feuille), 33 x 46 cm (support)",1,"Méditerranée, Mer | Tunis, Régence de -- Côtes | Monastir",Mer Méditerranée | Tunisie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 1 P 7 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | view | vue | image fixe | image | still image,cartes,high,tunis,city | country,monastir | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237547s,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237547s/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237547s.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927399p,,IFN-53237547
btv1b532422833,Croquis d'une partie des côtes de Barbarie depuis le cap Bujarone jusqu'à la ville de Tunis,,1700,1799,18th c.,17..,,,,"1 feuille : ms ; 27 x 96 cm (feuille), 36 x 108 cm (support)",2,"Méditerranée, Mer | Tunis, Province de -- Côtes | Tunis, Régence de -- Côtes | Garde, Cap de | Cap Rose | Annaba | Alger, Régence d' -- Côtes | Ghár al Milh | Fer, Cap de | Bougaroun, Cap | El Qoll | La Galite, Île de | El Kala | Tabarka, Île de | Bizerte",Mer Méditerranée | Tunisie | Algérie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 21",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532422833,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532422833/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532422833.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53242283
btv1b532423035,Golphe de Biserte,,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 49 x 147 cm (feuille), 56 x 153 cm (support)",2,"Baies -- Afrique | Sondages sous-marins | Bizerte | Bizerte, Lac de | Méditerranée, Mer | Tunis, Province de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Echelle de dix milles d'Italie [= 36,7 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 6 P 17/1",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | historic | region,biserta | bizerte | cap bon | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532423035,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532423035/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532423035.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46929001s,,IFN-53242303
btv1b53237545w,Idée du port de Lampedouze,,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 24,5, x 37 cm",2,"Sondages sous-marins | Méditerranée, Mer | Lampedusa, Île de -- Côtes",Mer Méditerranée | Italie,"Ancien possesseur : Coëtlogon, Alain-Emmanuel de (1646-1730). Ancien possesseur | Échelle(s) : Eschelle de 300 toises [= 11,5 cm] | Ancien possesseur : Coëtlogon, Alain-Emmanuel de (1646-1730)",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 5 P 3 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,medium,mediterranee,country | region,cap bon | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237545w,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237545w/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237545w.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46928803f,,IFN-53237545
btv1b8595360n,La Costa di Barbaria da C. Rosa sino all'chercheni com'anche l'I. di Sicilia e parte di quella di Sardigna,1700,1700,1799,18th c.,1700-1799,,[s.n.],,1 feuille ; 42 x 54 cm,1,Tunis | Sicile | Sardaigne | Tabarka,Tunisie | Italie – Sicile | Italie – Sardaigne,[La Costa di Barbaria da C. Rosa sino all'chercheni com'anche l'I. di Sicilia e parte di quella di Sardigna] | Appartient à l’ensemble documentaire : AnvilAf | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,ita,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (7989)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city | country,tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8595360n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595360n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595360n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595360
btv1b53237542j,La Goulette,,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 24 x 30 cm",2,"Sondages sous-marins | Fortifications | Tunis, Golfe de | La Goulette | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Echelle de 9 [?= 5,6 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 6 P 21 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | region,bizerte | cap bon | la goulette | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237542j,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237542j/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237542j.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46929001s,,IFN-53237542
btv1b532974906,"Mer Méditerranée : seconde feuille contenant l'Italie, Sicile, Golphe de Venise, Costes de Dalmatie, Albanie, et partie de celles de Barbarie",,1700,1799,18th c.,17..,,,,"1 feuille ; 79 x 55 cm (cuvette), 90 x 65,5 cm (feuille)",2,"Méditerranée, Mer | Tyrrhénienne, Mer | Ionienne, Mer | Sicile, Île de -- Côtes | Adriatique, Mer | Italie -- Côtes | Tunis, Régence de -- Côtes | Dalmatie -- Côtes | Albanie -- Côtes | Grèce -- Côtes | Tripoli, Pachalik autonome de -- Côtes",Zone Méditerranée,"Échelle(s) : Echelle de 75 lieues communes de France de 25 au degré [= 14,2 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 64 P 13/3",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,city,tunis,https://gallica.bnf.fr/ark:/12148/btv1b532974906,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532974906/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532974906.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb47509332x,,IFN-53297490
btv1b53237540n,Nova planta dell Isola di Tabarca,,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 44 x 119 cm",1,"Forts | Sondages sous-marins | Tabarka, Île de | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Scala dispassi geometrici 200 [= 6,1 cm]",ita,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 7 P 3/1 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | plan | plan | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237540n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237540n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237540n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb469304922,,IFN-53237540
btv1b53242306h,Nuova pianta dell'isola di Tabarca,,1700,1799,18th c.,17..,,,,1 feuille : ms ; 38 x 106 cm,1,"Forts | Bateaux à voiles | Moulins | Sondages sous-marins | Tabarka, Île de | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Scala di 200 passi geometrici [= 6,6 cm]",ita,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 7 P 3",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | plan | plan | view | vue | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53242306h,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53242306h/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53242306h.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb469304922,,IFN-53242306
btv1b53237599r,Nuova planta dell' Isola di Tabarca,,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 49 x 37 cm",1,"Forts | Sondages sous-marins | Tabarka, Île de | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Scala di 200 passi geometrici [= 6,6 cm]",ita,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 7 P 3/2 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | plan | plan | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237599r,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237599r/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237599r.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb469304922,,IFN-53237599
btv1b108507684,Plan de l'isle de Tabarque avec la cotte,,1700,1799,18th c.,17..,,,,1 flle ms : en coul. ; 52 x 37 cm,2,"Tabarka, Île de",Tunisie,"Échelle(s) : 1,5 lieue [=0,111 m]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (136)",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tabarka | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b108507684,https://gallica.bnf.fr/iiif/ark:/12148/btv1b108507684/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b108507684.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40593927f,,IFN-10850768
btv1b8595378b,Plan de l'Isle Galita scituée proche la côte de Barbarie au nord du cap Negre ... / par J. Ayrouard,1700,1700,1799,18th c.,1700-1799,"Ayrouard, Jacques (1678-17..). Cartographe",[s.n.],,1 feuille ; 38 x 49 cm,1,La Galite,Tunisie,[Plan de l'Isle Galita scituée proche la côte de Barbarie au nord du cap Negre ...] | Appartient à l’ensemble documentaire : AnvilAf | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (8005)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8595378b,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595378b/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595378b.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595378
btv1b8495408s,Plan de la Carthage d'Afrique lorsqu'elle fut détruitte par Scipion Aemilianus en l'année de Rome 607 / A. Humblot inv.,,1700,1799,18th c.,17..,"Humblot, Antoine (16..-1758). Fonction indéterminée",[s.n.],,1 flle ; 29 x 42 cm,1,"Guerre | Fortifications | Carthaginois, Empire -- Siègesart militaire) -- Antiquité romaine",Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-17812",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,carthage | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8495408s,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8495408s/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8495408s.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb405939263,,IFN-8495408
btv1b532367118,Plan de la coste de Tripoly de Barbarie depuis la ville de Sousse jusqu'au cap Mesurat / Lemoine fecit,,1700,1799,18th c.,17..,"Le Moyne, François-Pierre (1713-1795). Cartographe",,,"1 feuille : ms, col. ; 49 x 74 cm (bordure), 50 x 76 cm (feuille)",1,"Sondages sous-marins | Forts | Méditerranée, Mer | Afrique, Cap | Tripoli, Pachalik autonome de -- Côtes | Tunis, Province de -- Côtes | Kerkennah, Îles | Lampedusa, Île de | Sousse | Djerba, Île de | Monastir | Mişrātah",Mer Méditerranée – Bassin Est | Libye | Tunisie,"Échelle(s) : Echelle de dix lieues de France [= 6,6 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 104 DIV 2 P 10/2",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | kerkennah | monastir | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532367118,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532367118/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532367118.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46902217m,,IFN-53236711
btv1b53237570w,"Plan de la côte et Seches de Barbarie, depuis Zerbi jusqu'à Suza...",,1700,1799,18th c.,17..,,,,"1 feuille : ms, col. ; 41 x 54 cm (feuille), 43 x 55 cm (support)",1,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Afrique, Cap | Kerkennah, Îles | Sousse | Hammamet, Golfe de | Djerba, Île de | Lampedusa, Île de",Mer Méditerranée | Tunisie,"Échelle(s) : [Echelle de] 20 lieues de frances a 20 au degré [= 11,4 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 33 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | gabes | hammamet | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237570w,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237570w/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237570w.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237570
btv1b10850772v,Plan de la rade de Bizerty. Ms. 18e siècle,,1700,1799,18th c.,17..,,[s.n.],,,2,Bizerte,Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (140)",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,city | country,bizerte | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b10850772v,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10850772v/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b10850772v.thumbnail,http://catalogue.bnf.fr/ark:/12148/cb40679581b,,IFN-10850772
btv1b10850767p,Plan de la rade de Portofarine. Ms.,,1700,1799,18th c.,17..,,[s.n.],,,2,Ghár al Milh,Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (135)",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b10850767p,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10850767p/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b10850767p.thumbnail,http://catalogue.bnf.fr/ark:/12148/cb40755858f,,IFN-10850767
btv1b10850770z,Plan de la rade de Tunis,,1700,1799,18th c.,17..,,[s.n.],,Ms.,2,Tunis,Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (138)",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b10850770z,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10850770z/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b10850770z.thumbnail,http://catalogue.bnf.fr/ark:/12148/cb40727944w,,IFN-10850770
btv1b53237571b,Plan de lisle Lapedosa,,1700,1799,18th c.,17..,,,,1 feuille : ms ; 21 x 32 cm,2,"Sondages sous-marins | Méditerranée, Mer | Lampedusa, Île de -- Côtes",Mer Méditerranée | Italie,"Échelle(s) : Echelle de 1500 toises [= 7,4 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 5 P 2 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,medium,mediterranee,country | region,cap bon | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237571b,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237571b/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237571b.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46928803f,,IFN-53237571
btv1b532422905,Plan de Monestier à la porte orientale de Tunis,,1700,1799,18th c.,17..,,,,1 feuille : ms ; 50 x 72 cm,2,"Tunis, Régence de -- Côtes | Monastir | Tunis, Province de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 5 P 5",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | region,cap bon | monastir | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532422905,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532422905/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532422905.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46928803f,,IFN-53242290
btv1b108507667,Plan du Cap Negre,,1700,1799,18th c.,17..,,,,1 flle ms : en coul. ; 52 x 37 cm,2,Cap Negro -- Rade,Tunisie,"Échelle(s) : 1800 toises [=0,086 m]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE CC-1303 (134)",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b108507667,https://gallica.bnf.fr/iiif/ark:/12148/btv1b108507667/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b108507667.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40593927f,,IFN-10850766
