adm4_pcode,imada,delegation,gouvernorat,area_sqkm,tribe,label_as_printed,source,distance_km,runner_up,runner_up_km
TN145253,Cite Er-Riadh,Douar Hicher,Manubah,1.62,Trabelsi,Trabelsi,1881 Lasailly,25.2,Ouled Khiar,28.7
TN145251,Douar Hicher,Douar Hicher,Manubah,1.52,Trabelsi,Trabelsi,1881 Lasailly,27.4,Ouled Khiar,28.5
TN145252,Khaled Ibn El Oualid,Douar Hicher,Manubah,0.45,Trabelsi,Trabelsi,1881 Lasailly,26.0,Ouled Khiar,28.9
TN145852,Borj Ettoumi,El Battan,Manubah,60.82,Riah,Riah,1881 Lasailly,14.2,Trabelsi,16.2
TN145854,El Aroussia,El Battan,Manubah,25.97,Trabelsi,Trabelsi,1881 Lasailly,15.7,Riah,18.5
TN145851,El Battane,El Battan,Manubah,36.99,Trabelsi,Trabelsi,1881 Lasailly,13.3,Riah,24.7
TN145853,Mehrine,El Battan,Manubah,33.08,Trabelsi,Trabelsi,1881 Lasailly,17.1,Riah,22.0
TN145653,Chaouat,Jedaida,Manubah,81.95,Trabelsi,Trabelsi,1881 Lasailly,11.2,Makna,28.9
TN145651,Djedaida,Jedaida,Manubah,9.71,Trabelsi,Trabelsi,1881 Lasailly,11.3,Riah,28.2
TN145652,Djedaida Hached,Jedaida,Manubah,31.24,Trabelsi,Trabelsi,1881 Lasailly,8.6,Makna,28.3
TN145656,El Habibia,Jedaida,Manubah,16.89,Trabelsi,Trabelsi,1881 Lasailly,17.3,Riah,24.6
TN145654,El Mansoura,Jedaida,Manubah,28.45,Trabelsi,Trabelsi,1881 Lasailly,16.4,Riah,21.7
TN145655,Ez-Zahra,Jedaida,Manubah,14.67,Trabelsi,Trabelsi,1881 Lasailly,13.4,Riah,26.0
TN145154,Den-Den,Manouba,Manubah,0.62,Ouled Khiar,Oulad Khiar,1853 Pellissier,27.1,Trabelsi,29.5
TN145156,Den-Den Sud,Manouba,Manubah,0.71,Ouled Khiar,Oulad Khiar,1853 Pellissier,26.5,Riah,29.1
TN145155,Ksar-Said,Manouba,Manubah,2.15,Ouled Khiar,Oulad Khiar,1853 Pellissier,28.3,Trabelsi,28.8
TN145151,Manouba,Manouba,Manubah,1.7,Trabelsi,Trabelsi,1881 Lasailly,27.4,Ouled Khiar,27.5
TN145152,Manouba Centre,Manouba,Manubah,0.89,Ouled Khiar,Oulad Khiar,1853 Pellissier,27.2,Trabelsi,28.5
TN145153,Sidi Amor,Manouba,Manubah,6.1,Trabelsi,Trabelsi,1881 Lasailly,26.0,Ouled Khiar,26.9
TN145452,20 Mars,Mornaguia,Manubah,5.5,Riah,RIAH,1881 Martel (1965),20.2,Ouled Khiar,21.6
TN145453,Bouragba,Mornaguia,Manubah,16.46,Ouled Khiar,Oulad Khiar,1853 Pellissier,18.1,Riah,18.5
TN145457,El Bassatine,Mornaguia,Manubah,27.83,Riah,RIAH,1881 Martel (1965),19.0,Trabelsi,19.7
TN145454,El Fejja,Mornaguia,Manubah,124.28,Riah,RIAH,1881 Martel (1965),7.9,Ouled Khiar,10.8
TN145456,Hmaiem,Mornaguia,Manubah,58.2,Ouled Khiar,Oulad Khiar,1853 Pellissier,11.8,Riah,15.2
TN145451,Mornaguia,Mornaguia,Manubah,6.76,Riah,RIAH,1881 Martel (1965),21.8,Ouled Khiar,22.4
TN145458,Mornaguia Nord,Mornaguia,Manubah,1.43,Ouled Khiar,Oulad Khiar,1853 Pellissier,20.5,Riah,20.6
TN145455,Sidi Ali El Hattab,Mornaguia,Manubah,20.05,Riah,RIAH,1881 Martel (1965),18.1,Ouled Khiar,20.2
TN145354,Cite El Ouerd,Oued Ellil,Manubah,6.76,Trabelsi,Trabelsi,1881 Lasailly,19.1,Riah,29.3
TN145357,El Kobbaa,Oued Ellil,Manubah,1.52,Trabelsi,Trabelsi,1881 Lasailly,24.4,Ouled Khiar,28.0
TN145355,Ennajet,Oued Ellil,Manubah,12.59,Trabelsi,Trabelsi,1881 Lasailly,22.5,Ouled Khiar,31.5
TN145353,Er Riadh,Oued Ellil,Manubah,6.05,Trabelsi,Trabelsi,1881 Lasailly,18.6,Riah,26.8
TN145352,Es Saida,Oued Ellil,Manubah,4.15,Trabelsi,Trabelsi,1881 Lasailly,17.5,Riah,26.1
TN145351,Oued Ellil,Oued Ellil,Manubah,5.68,Trabelsi,Trabelsi,1881 Lasailly,22.2,Riah,29.0
TN145356,Sanhaja,Oued Ellil,Manubah,21.04,Trabelsi,Trabelsi,1881 Lasailly,22.0,Riah,26.3
TN145755,Banlieue De Tebourba,Tebourba,Manubah,7.7,Trabelsi,Trabelsi,1881 Lasailly,9.8,Riah,26.7
TN145757,Ech-Chouigui,Tebourba,Manubah,122.2,Trabelsi,Trabelsi,1881 Lasailly,2.6,Makna,21.7
TN145753,Edkhila,Tebourba,Manubah,41.51,Trabelsi,Trabelsi,1881 Lasailly,12.6,Riah,21.0
TN145752,El Ansarine,Tebourba,Manubah,48.88,Riah,Riah,1881 Lasailly,16.1,Trabelsi,16.6
TN145754,El Mellaha,Tebourba,Manubah,42.59,Riah,Riah,1881 Lasailly,12.5,Trabelsi,22.3
TN145756,Er-Raja,Tebourba,Manubah,18.77,Trabelsi,Trabelsi,1881 Lasailly,8.3,Makna,27.8
TN145751,Tebourba,Tebourba,Manubah,5.81,Trabelsi,Trabelsi,1881 Lasailly,11.2,Riah,26.3
TN325951,Bekalta Nord,Bekalta,Monastir,10.06,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,24.4,Souassi,43.3
TN325954,Beklta Est,Bekalta,Monastir,10.96,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,22.6,Souassi,44.0
TN325952,Beklta Sud,Bekalta,Monastir,12.18,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,21.1,Souassi,40.8
TN325953,El Baghdadi,Bekalta,Monastir,10.79,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,18.2,Souassi,40.2
TN325751,Bembla,Bembla,Monastir,5.57,Souassi,SOUASSI,1881 Martel (1965),37.4,M'Talith — Oulad Alia,38.8
TN325752,Bembla Ouest,Bembla,Monastir,10.88,Souassi,SOUASSI,1881 Martel (1965),35.6,M'Talith — Oulad Alia,35.9
TN325753,El Manara,Bembla,Monastir,4.84,Souassi,SOUASSI,1881 Martel (1965),35.5,M'Talith — Oulad Alia,38.1
TN325755,El Masdour,Bembla,Monastir,11.18,Souassi,SOUASSI,1881 Martel (1965),32.7,M'Talith — Oulad Alia,38.4
TN325754,Menzel En-Nour,Bembla,Monastir,8.97,Souassi,SOUASSI,1881 Martel (1965),33.5,M'Talith — Oulad Alia,35.4
TN325756,Menzel Harb,Bembla,Monastir,7.48,Souassi,SOUASSI,1881 Martel (1965),36.4,M'Talith — Oulad Alia,40.4
TN325552,Beni Hassen Nord,Beni Hassen,Monastir,7.36,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,25.9,Souassi,26.4
TN325551,Beni Hassen Sud,Beni Hassen,Monastir,22.62,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,23.1,Souassi,25.5
TN325554,El Jnaiha,Beni Hassen,Monastir,16.69,Souassi,SOUASSI,1881 Martel (1965),20.1,M'Talith — Oulad Alia,24.9
TN325555,Ghnada,Beni Hassen,Monastir,24.41,Souassi,SOUASSI,1881 Martel (1965),13.1,M'Talith — Oulad Alia,31.3
TN325553,Hatem,Beni Hassen,Monastir,15.23,Souassi,SOUASSI,1881 Martel (1965),17.7,M'Talith — Oulad Alia,27.0
TN325656,Bir Taieb,Jammel,Monastir,12.24,Souassi,SOUASSI,1881 Martel (1965),30.3,M'Talith — Oulad Alia,40.8
TN325658,El Hdadra,Jammel,Monastir,42.23,Souassi,SOUASSI,1881 Martel (1965),23.9,Oulad Amer,37.5
TN325659,Et-Teyaira,Jammel,Monastir,16.67,Souassi,SOUASSI,1881 Martel (1965),24.1,M'Talith — Oulad Alia,27.4
TN325653,Jamel Est,Jammel,Monastir,19.79,Souassi,SOUASSI,1881 Martel (1965),29.6,M'Talith — Oulad Alia,30.0
TN325652,Jamel Nord,Jammel,Monastir,9.87,Souassi,SOUASSI,1881 Martel (1965),28.5,M'Talith — Oulad Alia,35.8
TN325654,Jamel Ouest,Jammel,Monastir,11.65,Souassi,SOUASSI,1881 Martel (1965),26.1,M'Talith — Oulad Alia,32.3
TN325651,Jamel Sud,Jammel,Monastir,6.04,Souassi,SOUASSI,1881 Martel (1965),27.5,M'Talith — Oulad Alia,30.9
TN325657,Menzel Kamel,Jammel,Monastir,25.9,Souassi,SOUASSI,1881 Martel (1965),27.8,M'Talith — Oulad Alia,40.3
TN325655,Zaouiet Kontoch,Jammel,Monastir,12.19,Souassi,SOUASSI,1881 Martel (1965),31.2,M'Talith — Oulad Alia,34.5
TN326151,Ayed,Ksar Hellal,Monastir,4.89,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,28.5,Souassi,38.6
TN326153,Bouzouita,Ksar Hellal,Monastir,6.5,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,27.1,Souassi,33.2
TN326154,Cite Erriadh,Ksar Hellal,Monastir,4.03,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,30.3,Souassi,36.1
TN326152,Soua,Ksar Hellal,Monastir,6.6,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,28.9,Souassi,35.3
TN326254,Benen Nord,Ksibet El Mediouni,Monastir,4.16,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,34.1,Souassi,36.4
TN326253,Benen Sud,Ksibet El Mediouni,Monastir,4.49,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,32.2,Souassi,36.7
TN326255,Bodher,Ksibet El Mediouni,Monastir,9.84,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,32.5,Souassi,34.5
TN326251,Ksibet El Mediouni,Ksibet El Mediouni,Monastir,5.74,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,34.3,Souassi,38.0
TN326252,Touza,Ksibet El Mediouni,Monastir,12.89,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,28.1,Souassi,31.4
TN325860,Amiret El Fehoul,Moknine,Monastir,29.94,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,18.6,Souassi,18.7
TN325861,Amiret El Hojjaj,Moknine,Monastir,26.3,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,20.8,Souassi,20.8
TN325862,Amiret Touazra,Moknine,Monastir,19.22,Souassi,SOUASSI,1881 Martel (1965),14.2,M'Talith — Oulad Alia,24.1
TN325863,Amiret Touazra Sud,Moknine,Monastir,4.19,Souassi,SOUASSI,1881 Martel (1965),15.8,M'Talith — Oulad Alia,22.6
TN325859,Cherahil,Moknine,Monastir,15.49,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,17.7,Souassi,24.8
TN325856,Kheredine,Moknine,Monastir,18.33,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,25.0,Souassi,31.8
TN325858,Menzel Farsi,Moknine,Monastir,26.1,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,21.1,Souassi,28.8
TN325851,Moknine Est,Moknine,Monastir,6.08,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,25.3,Souassi,37.4
TN325853,Moknine Nord,Moknine,Monastir,0.31,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,26.8,Souassi,36.8
TN325855,Moknine Ouest,Moknine,Monastir,1.39,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,27.1,Souassi,36.0
TN325852,Moknine Sud,Moknine,Monastir,26.43,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,21.5,Souassi,33.2
TN325854,Ras El Ouad,Moknine,Monastir,4.07,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,27.1,Souassi,38.2
TN325857,Sidi Bennour,Moknine,Monastir,19.42,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,16.4,Souassi,29.1
TN325153,Bab El Gharbi,Monastir,Monastir,1.47,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,43.6,Souassi,45.8
TN325156,El Halia 2,Monastir,Monastir,8.55,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,42.3,Souassi,42.6
TN325155,El Helia,Monastir,Monastir,4.47,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,40.9,Souassi,43.1
TN325151,El Medina,Monastir,Monastir,0.68,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,43.0,Souassi,46.2
TN325152,El Medina 2,Monastir,Monastir,1.88,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,42.0,Souassi,45.2
TN325154,Er-Rbat,Monastir,Monastir,1.17,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,44.1,Souassi,46.7
TN325159,Khenis Nord,Monastir,Monastir,14.81,Souassi,SOUASSI,1881 Martel (1965),39.9,M'Talith — Oulad Alia,40.3
TN325158,Khenis Sud,Monastir,Monastir,2.84,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,36.9,Souassi,39.0
TN325157,Skanes,Monastir,Monastir,24.74,Souassi,SOUASSI,1881 Martel (1965),44.0,M'Talith — Oulad Alia,44.8
TN325253,Menzel Khair,Ouerdanine,Monastir,5.28,Souassi,SOUASSI,1881 Martel (1965),34.4,M'Talith — Oulad Alia,41.6
TN325255,Oued El Jebs,Ouerdanine,Monastir,6.23,Souassi,SOUASSI,1881 Martel (1965),32.7,M'Talith — Oulad Alia,42.6
TN325251,Ouerdanine Nord,Ouerdanine,Monastir,15.77,Souassi,SOUASSI,1881 Martel (1965),37.4,Zlass,47.4
TN325252,Ouerdaninie Sud,Ouerdanine,Monastir,17.79,Souassi,SOUASSI,1881 Martel (1965),34.1,M'Talith — Oulad Alia,44.9
TN325254,Sidi Bou Othman,Ouerdanine,Monastir,6.25,Souassi,SOUASSI,1881 Martel (1965),32.7,M'Talith — Oulad Alia,40.9
TN325355,Masjed Aissa,Sahline,Monastir,7.6,Souassi,SOUASSI,1881 Martel (1965),37.6,M'Talith — Oulad Alia,43.3
TN325354,Mootmar,Sahline,Monastir,6.47,Souassi,SOUASSI,1881 Martel (1965),39.5,M'Talith — Oulad Alia,47.3
TN325351,Sahline Est,Sahline,Monastir,14.69,Souassi,SOUASSI,1881 Martel (1965),40.1,M'Talith — Oulad Alia,43.2
TN325352,Sahline Ouest,Sahline,Monastir,7.87,Souassi,SOUASSI,1881 Martel (1965),40.7,M'Talith — Oulad Alia,46.5
TN325353,Sidi Ameur,Sahline,Monastir,5.66,Souassi,SOUASSI,1881 Martel (1965),38.9,M'Talith — Oulad Alia,45.6
TN326354,Bou-Hjar,Sayada-Lamta-Bou Hjar,Monastir,4.33,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,31.7,Souassi,37.7
TN326353,Lamta,Sayada-Lamta-Bou Hjar,Monastir,1.81,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,31.2,Souassi,38.6
TN326351,Sayada Est,Sayada-Lamta-Bou Hjar,Monastir,2.69,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,30.0,Souassi,40.0
TN326352,Sayada Ouest,Sayada-Lamta-Bou Hjar,Monastir,3.96,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,29.4,Souassi,39.3
TN326055,Bou-Driss,Teboulba,Monastir,5.66,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,26.8,Souassi,40.6
TN326053,El Aiaicha,Teboulba,Monastir,7.05,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,24.9,Souassi,40.0
TN326052,El Fadhline,Teboulba,Monastir,1.72,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,25.7,Souassi,42.8
TN326051,Houmet Essouk,Teboulba,Monastir,0.97,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,26.3,Souassi,42.3
TN326054,Sokrine,Teboulba,Monastir,4.08,M'Talith — Oulad Alia,Methelith Oulad Alia,1853 Pellissier,27.4,Souassi,42.4
TN325453,Melichet,Zeramdine,Monastir,66.43,Souassi,SOUASSI,1881 Martel (1965),17.0,Oulad Amer,26.2
TN325452,Menzel Hayet,Zeramdine,Monastir,27.09,Souassi,SOUASSI,1881 Martel (1965),15.5,Oulad Amer,32.0
TN325451,Mezaougha,Zeramdine,Monastir,61.38,Souassi,SOUASSI,1881 Martel (1965),24.0,Oulad Amer,32.7
TN325454,Zeramdine Nord,Zeramdine,Monastir,46.31,Souassi,SOUASSI,1881 Martel (1965),22.4,M'Talith — Oulad Alia,33.8
TN325455,Zeramdine Sud,Zeramdine,Monastir,47.54,Souassi,SOUASSI,1881 Martel (1965),18.6,M'Talith — Oulad Alia,31.8
TN525451,Ben Guerdane Nord,Ben Guerdane,Médenine,2.85,Ouerghemma,OUERGHAMMA,1881 Martel (1965),29.2,Hazem,110.8
TN525452,Ben Guerdane Sud,Ben Guerdane,Médenine,4.15,Ouerghemma,OUERGHAMMA,1881 Martel (1965),30.0,Hazem,111.8
TN525461,Chahbania,Ben Guerdane,Médenine,503.03,Ouerghemma,OUERGHAMMA,1881 Martel (1965),15.1,Hazem,71.1
TN525462,Chareb Errajel,Ben Guerdane,Médenine,145.02,Ouerghemma,OUERGHAMMA,1881 Martel (1965),21.1,Hazem,97.5
TN525456,El Amria,Ben Guerdane,Médenine,922.78,Ouerghemma,OUERGHAMMA,1881 Martel (1965),52.8,Hazem,136.8
TN525455,El Maamerat,Ben Guerdane,Médenine,1748.59,,,,67.4,Ouerghemma,111.9
TN525453,Essayah,Ben Guerdane,Médenine,145.63,Ouerghemma,OUERGHAMMA,1881 Martel (1965),31.7,Hazem,109.6
TN525457,Ettabai,Ben Guerdane,Médenine,139.01,Ouerghemma,OUERGHAMMA,1881 Martel (1965),23.4,Hazem,109.2
TN525459,Jallel,Ben Guerdane,Médenine,168.8,Ouerghemma,OUERGHAMMA,1881 Martel (1965),14.7,Hazem,99.7
TN525454,Jamila,Ben Guerdane,Médenine,539.75,Ouerghemma,OUERGHAMMA,1881 Martel (1965),54.7,Hazem,139.1
TN525460,Neffatia,Ben Guerdane,Médenine,327.97,Ouerghemma,OUERGHAMMA,1881 Martel (1965),4.2,Hazem,84.2
TN525458,Ourasnia,Ben Guerdane,Médenine,150.5,Ouerghemma,OUERGHAMMA,1881 Martel (1965),14.3,Hazem,94.6
TN525351,Beni-Khedech,Beni Khedache,Médenine,37.12,Ouerghemma,Ouergama,1881 Lasailly,31.1,Hazem,47.5
TN525353,Eddekhila,Beni Khedache,Médenine,68.3,Ouerghemma,Ouergama,1881 Lasailly,20.4,Hazem,48.1
TN525362,El Behira,Beni Khedache,Médenine,74.26,Ouerghemma,Ouergama,1881 Lasailly,24.5,Hazem,38.9
TN525357,El Benaina,Beni Khedache,Médenine,210.25,Ouerghemma,Ouergama,1881 Lasailly,38.8,Hazem,56.0
TN525358,El Fejij,Beni Khedache,Médenine,131.16,Ouerghemma,Ouergama,1881 Lasailly,47.1,Merazig,50.6
TN525361,El Hamaima,Beni Khedache,Médenine,89.26,Ouerghemma,Ouergama,1881 Lasailly,29.7,Hazem,34.4
TN525359,El Menzela,Beni Khedache,Médenine,279.07,Merazig,MERAZIG,1881 Martel (1965),39.2,Hazem,52.0
TN525363,Ksar El Jedid,Beni Khedache,Médenine,52.48,Ouerghemma,Ouergama,1881 Lasailly,22.1,Hazem,43.2
TN525354,Ouarjijene,Beni Khedache,Médenine,73.06,Ouerghemma,Ouergama,1881 Lasailly,22.1,Hazem,54.2
TN525355,Oued El Khil,Beni Khedache,Médenine,59.33,Ouerghemma,Ouergama,1881 Lasailly,29.9,Hazem,54.9
TN525352,Rahala,Beni Khedache,Médenine,30.41,Ouerghemma,Ouergama,1881 Lasailly,27.4,Hazem,49.6
TN525360,Zammour,Beni Khedache,Médenine,67.82,Merazig,MERAZIG,1881 Martel (1965),46.8,Ouerghemma,48.8
TN525356,Zghaya,Beni Khedache,Médenine,186.95,Ouerghemma,Ouergama,1881 Lasailly,51.6,Merazig,55.3
TN525851,Ajim,Djerba Ajim,Médenine,15.8,Ouerghemma,Ouergama,1881 Lasailly,43.5,Hazem,52.2
TN525856,El Groa,Djerba Ajim,Médenine,38.85,Ouerghemma,Ouergama,1881 Lasailly,53.5,Hazem,57.0
TN525852,El Khenensa,Djerba Ajim,Médenine,18.83,Ouerghemma,Ouergama,1881 Lasailly,47.5,Hazem,55.4
TN525854,Guellala,Djerba Ajim,Médenine,43.62,Ouerghemma,Ouergama,1881 Lasailly,49.2,Hazem,61.8
TN525853,Mezrene,Djerba Ajim,Médenine,22.57,Ouerghemma,Ouergama,1881 Lasailly,47.7,Hazem,52.2
TN525855,Oued Ezzebib,Djerba Ajim,Médenine,18.36,Ouerghemma,Ouergama,1881 Lasailly,51.2,Hazem,58.0
TN525752,Arkou,Djerba Midoun,Médenine,41.72,,,,65.3,Ouerghemma,69.0
TN525754,Beni Maaguel,Djerba Midoun,Médenine,11.19,Ouerghemma,Ouergama,1881 Lasailly,57.9,Hazem,69.5
TN525753,El Mahboubine,Djerba Midoun,Médenine,19.59,,,,61.9,Ouerghemma,69.3
TN525756,El May,Djerba Midoun,Médenine,21.58,Ouerghemma,Ouergama,1881 Lasailly,57.4,Hazem,65.7
TN525751,Midoun,Djerba Midoun,Médenine,23.75,,,,66.8,Ouerghemma,73.2
TN525757,Robbana,Djerba Midoun,Médenine,8.88,Ouerghemma,Ouergama,1881 Lasailly,55.2,Hazem,64.5
TN525755,Sedouikech,Djerba Midoun,Médenine,49.98,Ouerghemma,Ouergama,1881 Lasailly,53.3,Hazem,66.0
TN525652,Bou Melel,Houmt Souk,Médenine,11.8,,,,62.1,Hazem,62.4
TN525660,El Hachene,Houmt Souk,Médenine,16.42,Ouerghemma,Ouergama,1881 Lasailly,56.8,Hazem,58.1
TN525653,El Jouamaa,Houmt Souk,Médenine,2.45,,,,61.5,Hazem,63.3
TN525659,Erriadh,Houmt Souk,Médenine,23.89,Ouerghemma,Ouergama,1881 Lasailly,57.4,Hazem,62.3
TN525658,Essouani,Houmt Souk,Médenine,6.96,,,,60.8,Hazem,63.6
TN525654,Fatou,Houmt Souk,Médenine,4.97,,,,63.0,Hazem,66.2
TN525655,Mazraia,Houmt Souk,Médenine,33.13,,,,65.9,Hazem,70.4
TN525661,Mellita,Houmt Souk,Médenine,30.32,Hazem,HAZEM,1881 Martel (1965),57.7,Ouerghemma,58.6
TN525657,Oualeg,Houmt Souk,Médenine,14.28,,,,60.0,Hazem,65.4
TN525656,Sedghaiane,Houmt Souk,Médenine,15.78,,,,62.4,Hazem,68.9
TN525651,Taourit,Houmt Souk,Médenine,2.28,,,,63.1,Hazem,64.9
TN525152,02 Mai,Médenine Nord,Médenine,3.59,Ouerghemma,Ouergama,1881 Lasailly,8.2,Hazem,47.0
TN525154,20 Mars,Médenine Nord,Médenine,5.44,Ouerghemma,Ouergama,1881 Lasailly,5.7,Hazem,44.1
TN525151,Beni Ghezail,Médenine Nord,Médenine,65.32,Ouerghemma,Ouergama,1881 Lasailly,14.6,Hazem,50.0
TN525158,Koutine,Médenine Nord,Médenine,49.54,Ouerghemma,Ouergama,1881 Lasailly,16.0,Hazem,27.4
TN525155,Mednine Nord,Médenine Nord,Médenine,15.36,Ouerghemma,Ouergama,1881 Lasailly,3.8,Hazem,43.6
TN525153,Mednine Ouest,Médenine Nord,Médenine,4.14,Ouerghemma,Ouergama,1881 Lasailly,7.4,Hazem,45.5
TN525157,Oum Ettameur Est,Médenine Nord,Médenine,46.88,Ouerghemma,Ouergama,1881 Lasailly,8.4,Hazem,35.7
TN525156,Oum Ettameur Ouest,Médenine Nord,Médenine,144.01,Ouerghemma,Ouergama,1881 Lasailly,14.8,Hazem,35.1
TN525260,Bou-Ghrara,Médenine Sud,Médenine,101.77,Ouerghemma,Ouergama,1881 Lasailly,24.3,Hazem,44.5
TN525257,Darghoulia,Médenine Sud,Médenine,107.61,Ouerghemma,Ouergama,1881 Lasailly,16.8,Hazem,51.9
TN525253,El Labba,Médenine Sud,Médenine,99.65,Ouerghemma,Ouergama,1881 Lasailly,13.2,Hazem,52.7
TN525254,Hessi Amor,Médenine Sud,Médenine,68.62,Ouerghemma,Ouergama,1881 Lasailly,13.3,Hazem,54.3
TN525256,Hessi Mednine,Médenine Sud,Médenine,67.14,Ouerghemma,Ouergama,1881 Lasailly,13.3,Hazem,47.8
TN525252,Mednine Est,Médenine Sud,Médenine,6.76,Ouerghemma,Ouergama,1881 Lasailly,5.4,Hazem,46.3
TN525251,Mednine Sud,Médenine Sud,Médenine,11.34,Ouerghemma,Ouergama,1881 Lasailly,7.8,Hazem,47.8
TN525259,Nouvelle Amra,Médenine Sud,Médenine,41.77,Ouerghemma,Ouergama,1881 Lasailly,13.2,Hazem,45.8
TN525255,Oued Esseder,Médenine Sud,Médenine,155.65,Ouerghemma,Ouergama,1881 Lasailly,20.5,Hazem,61.4
TN525258,Souitir,Médenine Sud,Médenine,74.24,Ouerghemma,Ouergama,1881 Lasailly,21.6,Hazem,57.7
TN525956,Amra,Sidi Makhlouf,Médenine,61.85,Ouerghemma,Ouergama,1881 Lasailly,5.8,Hazem,41.4
TN525955,Bedoui,Sidi Makhlouf,Médenine,134.68,Ouerghemma,Ouergama,1881 Lasailly,14.1,Hazem,37.0
TN525961,Darjaoua,Sidi Makhlouf,Médenine,21.82,Ouerghemma,Ouergama,1881 Lasailly,16.0,Hazem,28.8
TN525959,El Ghabai,Sidi Makhlouf,Médenine,27.89,Ouerghemma,Ouergama,1881 Lasailly,3.9,Hazem,37.3
TN525960,El Gosba,Sidi Makhlouf,Médenine,98.88,Ouerghemma,Ouergama,1881 Lasailly,20.0,Hazem,23.1
TN525952,El Grine,Sidi Makhlouf,Médenine,55.39,Ouerghemma,Ouergama,1881 Lasailly,23.3,Hazem,30.3
TN525954,El Jourf,Sidi Makhlouf,Médenine,74.43,Ouerghemma,Ouergama,1881 Lasailly,33.5,Hazem,44.9
TN525953,El Maghzaouia,Sidi Makhlouf,Médenine,71.47,Ouerghemma,Ouergama,1881 Lasailly,26.6,Hazem,37.8
TN525957,Er Ragouba Est,Sidi Makhlouf,Médenine,37.21,Ouerghemma,Ouergama,1881 Lasailly,9.0,Hazem,32.2
TN525958,Er Ragouba Ouest,Sidi Makhlouf,Médenine,47.0,Ouerghemma,Ouergama,1881 Lasailly,13.9,Hazem,27.3
TN525951,Sidi Makhlouf,Sidi Makhlouf,Médenine,38.59,Ouerghemma,Ouergama,1881 Lasailly,13.3,Hazem,32.4
TN525552,20 Mars,Zarzis,Médenine,1.62,Ouerghemma,OUERGHAMMA,1881 Martel (1965),41.8,Hazem,85.1
TN525566,Chammakh,Zarzis,Médenine,66.31,Ouerghemma,OUERGHAMMA,1881 Martel (1965),47.0,Hazem,74.6
TN525554,Ejdaria,Zarzis,Médenine,47.23,Ouerghemma,OUERGHAMMA,1881 Martel (1965),28.3,Hazem,95.5
TN525555,El Bassatine,Zarzis,Médenine,5.04,Ouerghemma,OUERGHAMMA,1881 Martel (1965),43.4,Hazem,83.7
TN525562,El Ghorabet,Zarzis,Médenine,219.53,Ouerghemma,OUERGHAMMA,1881 Martel (1965),27.2,Hazem,65.4
TN525563,El Grebis,Zarzis,Médenine,49.61,Ouerghemma,OUERGHAMMA,1881 Martel (1965),42.0,Hazem,71.9
