record_id,title,year,century,confidence,provenance_tier,bbox_west,bbox_east,bbox_north,bbox_south,bbox_source,tunisia_extent_share,orientation,orientation_basis,geometric_class,georef_tier,georef_blockers,scale_class,scan_resolution_class,thematic_layers,n_thematic_layers,content_mappable,inequality_layers,inequality_use,coverage_group,url
btv1b84390777,Carte du bassin des Chotts,1880,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,hydrology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b84390777
btv1b53021168m,Carte des frontières d'Algérie et de Tunisie (2e édition),1881,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,admin_boundaries,1,yes,admin_boundaries,direct,,https://gallica.bnf.fr/ark:/12148/btv1b53021168m
btv1b8439078n,Etude sur la frontière de la Tunisie / par le général Lewal ; F. Quévillon,1881,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,admin_boundaries,1,yes,admin_boundaries,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b8439078n
btv1b8441605m,"Carte d'une reconnaissance archéologique dans la région centrale de la Tunisie, exécutée en 1882 et 1883 / par M. Julien Poinssot...",1882,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,medium,archaeology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b8441605m
btv1b8439057g,Carte d'une reconnaissance archéologique dans la région centrale de la Tunisie / exécutée en 1882 et 1883 par M. Julien Poinssot,1883,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,archaeology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b8439057g
btv1b84391676,Carte du bassin des chotts,1884,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,medium,hydrology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b84391676
btv1b52514110t,"Algérie, Tunisie / par P. Vidal, Lablache",1885,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,hydrology,1,yes,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b52514110t
btv1b55011149d,Carte des principales voies de communication de la Tunisie et de l'Algérie orientale,1885,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown,very_small,low,roads,1,yes,roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b55011149d
btv1b84393474,Carte du bassin de l'oued Melah entre le Coudiál Hameïmet et la mer,1885,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,hydrology,1,yes,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b84393474
btv1b84396601,"Guide-poche algérien / L. Chappuis, fils. Alger. Carte des chemins de fer de l'Algérie et de la Tunisie",1887,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,medium,railways,1,yes,railways,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b84396601
btv1b8439648k,Carte du relief de l'Algérie et de la Tunisie / dressée par E. Guillemin,1888,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,relief,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b8439648k
btv1b53025093m,"Algérie et Tunisie, indiquant les distances kilométriques, les cables et les lignes de navigation / par Ch. Lacoste,...",1889,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,hydrology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b53025093m
btv1b8440539r,Carte des chemins de fer de l'Algérie et de la Tunisie,1891,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,railways,1,yes,railways,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b8440539r
btv1b530277289,"Carte géologique provisoire de la régence de Tunis / dressée par F. Aubert, publiée par ordre du gouvernement tunisien, 1892",1894,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,geology_mines,1,yes,geology_mines,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b530277289
btv1b8441279j,"Karte der Eisenbahn von Salonik nach Monastir, 1/300 000, entworfen u. gez. / C. Fr. v. d. Goltz",1895,19th c.,low,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,medium,railways,1,yes,railways,indirect,small,https://gallica.bnf.fr/ark:/12148/btv1b8441279j
btv1b108916885,"[Algérie]. Tracés des lignes télégraphiques de Touggourt à El Oued et d'El Oued à Nefta, par Paul Bayol, 1897-1898 (2 cartes sur calque au 1/200 000 et au 1/100 000)",1897,19th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,medium,hydrology,1,yes,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b108916885
btv1b8442159r,"Carte routière de la Tunisie / dressée par le Touring Club de France... ; (Davinière, del.)",1900,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,roads,1,yes,roads,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b8442159r
btv1b532508976,Carte routière de la Tunisie au 1er janvier 1904 / dressée par la Direction générale des Travaux publics,1904,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,roads,1,yes,roads,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b532508976
btv1b8445611k,"Plan de Mactaris (Mactar). Annexé à l'étude de M. Louis Chatelain,... chargé de mission par le Directeur des antiquités et arts du gouvernement tunisien... 1/2.000. Dressé par les soins du service topographique. (Signé : C. Baronnat, M. Paulin. Octobre 1910)",1910,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,large,high,archaeology,1,yes,,none,large,https://gallica.bnf.fr/ark:/12148/btv1b8445611k
btv1b532581225,France. Nouvelle carte des chemins de fer,1912,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,railways,1,yes,railways,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b532581225
btv1b53258144w,"Main automobile routes of the British isles, central Europe, Algeria and Tunisia / by G. W. Bende ; and G. F. Freeborn",1912,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,roads,1,yes,roads,direct,medium,https://gallica.bnf.fr/ark:/12148/btv1b53258144w
btv1b530762364,"Tunisie (Proconsulaire et Byzacène), 1:1 000 000 / Gravé par R. Hausermann et A. Vilpou. [Département de Constantine, Numidie et Maurétanie sitifienne. Département d'Alger, département d'Oran, Maurétanie césarienne]",1912,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,medium,archaeology,1,yes,,none,small,https://gallica.bnf.fr/ark:/12148/btv1b530762364
oai:u-bordeaux-montaigne.fr:219021,"Nouvelle carte de France, Belgique, Bords du Rhin, Suisse, etc...",1913,20th c.,medium,partner,-6.000,8.667,51.417,42.317,partner_page,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,very_small,unknown,railways,1,yes,railways,indirect,very_small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/219021
oai:u-bordeaux-montaigne.fr:219020,"Nouvelle carte de France, Belgique, Bords du Rhin, Suisse, etc...",1913,20th c.,medium,partner,-6.000,8.667,51.417,42.317,partner_page,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,very_small,unknown,railways,1,yes,railways,indirect,very_small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/219020
btv1b84457375,"Société ""les Affréteurs réunis""... Services hebdomadaires directs et distincts de Rouen et Bordeaux-Bayonne sur l'Algérie et la Tunisie, et vice versa",1913,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,roads,1,yes,roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b84457375
btv1b531467922,[Plans de ville de Libye],1914,20th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,settlements,1,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b531467922
btv1b53146788b,[Plans de ville de Libye],1914,20th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,settlements,1,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53146788b
btv1b53146676n,[Plans de villes de la Libye],1914,20th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements,1,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53146676n
btv1b53057592p,Carte des chemins de fer de l'Algérie et de la Tunisie,1914,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,medium,railways,1,yes,railways,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53057592p
btv1b8458589d,Compagnie fermière des chemins de fer tunisiens,1925,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,railways,1,yes,railways,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b8458589d
btv1b8458664x,"Carte des chemins de fer de l'Algérie, de la Tunisie et du Maroc",1926,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,railways,1,yes,railways,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b8458664x
oai:u-bordeaux-montaigne.fr:340352,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,20th c.,high,partner,7.500,12.000,37.500,30.000,partner_page,0.883,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,small,unknown,geology_mines,1,yes,geology_mines,direct,small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340352
oai:u-bordeaux-montaigne.fr:340351,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,20th c.,high,partner,7.500,12.000,37.500,30.000,partner_page,0.883,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,small,unknown,geology_mines,1,yes,geology_mines,direct,small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340351
oai:u-bordeaux-montaigne.fr:340353,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,20th c.,high,partner,7.500,12.000,37.500,30.000,partner_page,0.883,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,small,unknown,geology_mines,1,yes,geology_mines,direct,small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340353
btv1b53066673n,Régence de Tunis. Direction générale des travaux publics. Carte géologique / dressée par M. Soligna...,1931,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,geology_mines,1,yes,geology_mines,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b53066673n
btv1b530578955,Carte Foldex de la Tunisie,1934,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,medium,roads,1,yes,roads,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b530578955
btv1b53230723h,Les vins de Tunisie. Carte de vignoble,1935,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown,very_small,low,land_use,1,yes,land_use,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53230723h
btv1b531893169,"Esso, Tunisie",1948,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,roads,1,yes,roads,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b531893169
btv1b10112213f,"Air France. Carte itinéraire Dunlop. Paris-Tunis (par Lyon ou Nice), Marseille-Tunis, Marseille-Bône, Nice-Alger (par ajaccio) : [carte de route] / Édicta",1949,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown,very_small,low,roads,1,yes,roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b10112213f
btv1b53213324v,Les gisements miniers de l'Afrique du Nord. Tunisie,1950,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,small,high,geology_mines,1,yes,geology_mines,direct,small,https://gallica.bnf.fr/ark:/12148/btv1b53213324v
btv1b10841640c,"Italia : [carte du relief de l'Italie, de la Corse, de l'Ouest des pays des Balkans et du Nord de la Tunisie] / Jacques Bertin",1967,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,relief,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b10841640c
btv1b53242287w,[Carte de la côte tunisienne avec la côte occidentale de la Sicile et Malte],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242287w
btv1b53242288b,"[Carte de la côte tunisienne, depuis les gardes de Bizerte jusqu'à Djerba]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242288b
btv1b532376117,[Carte des côtes algérienne et tunisienne du cap Bugaronie au cap Negro],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532376117
btv1b53237612p,[Carte des côtes algérienne et tunisienne du cap de Garde de Bone à Raz-el Gebel],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237612p
btv1b53237616g,[Carte des côtes algériennes depuis Ancol jusqu'au cap Bugaroni] / dressée sur les manuscripts du dépost par Lemoyne,,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237616g
btv1b53242286f,"[Carte des côtes algériennes et tunisiennes, depuis l'île Colombe jusqu'à Mahdia",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242286f
btv1b532376151,"[Carte des côtes algériennes, du cap Caxine au cap Carbon]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532376151
btv1b53237614k,"[Carte des côtes algériennes, du cap Caxine au cap de Fer]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237614k
btv1b53235456p,"[Carte des côtes de Barbarie d'Alexandrie jusqu'à Bengasi, y compris la Crète]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235456p
btv1b532354574,[Carte des côtes de Barbarie d'Alexandrie jusqu'à Mezorata],,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532354574
btv1b53235458k,[Carte des côtes de Barbarie d'Alexandrie jusqu'à Tripoli],,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235458k
btv1b532354591,"[Carte des côtes de Barbarie, du cap Razat jusqu'à Tajoni]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532354591
btv1b53242280r,"[Carte des côtes de Tunisie, de la partie ouest de la Sicile, de Malte et du sud de la Sardaigne]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242280r
btv1b532422816,"[Carte des côtes de Tunisie, de la partie ouest de la Sicile, de Malte et du sud de la Sardaigne]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532422816
btv1b53242277g,"[Carte des côtes du royaume de Tunis, du golfe de Gabès jusqu'à la Calle] / Michel-Angelo Farrugia, piloto maltese",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242277g
btv1b53236709f,[Carte des côtes libyennes et égyptiennes depuis le cap de la Jouliane jusqu'à Alexandrie],,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53236709f
btv1b53242284j,"[Carte des côtes orientales de l'Algérie, de la Tunisie, de la partie ouest de la Sicile et du sud de la Sardaigne]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242284j
btv1b53235469f,[Carte du cap Afrique à l'île de Djerba] / par Mr de Chabert,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235469f
btv1b53235470t,[Carte du cap Mesurat au fort anglais],,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,fortifications,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235470t
btv1b532354646,"[Côte de Barbarie, depuis le cap Mesurat à l'île de la Bombe]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532354646
btv1b532354718,"[Côte de Barbarie, depuis le cap Mesurat jusqu'aux îles les frères de Biserte]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532354718
btv1b53235461v,"[Côte de Barbarie, depuis le cap Razat jusqu'à Alexandrie]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235461v
btv1b532354629,"[Côte de Barbarie, depuis le cap Rohat jusqu'au cap Brulo]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532354629
btv1b53235463r,"[Côte de Barbarie, depuis Ras-al-sem à Alexandrie]",,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235463r
btv1b53237569h,"[Côtes de Barbarie, depuis Bougie jusqu'à Bizerte]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237569h
btv1b53237603q,[Ile de la Galite],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237603q
btv1b532830203,[Model des cartes dressée pour les 6 divisions],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,coastline_bathymetry,1,yes,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b532830203
btv1b532376028,[Plan géométrique de l'île de la Galite],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532376028
btv1b53293507m,"A Chart of the Sea Coast of Italy, Sicily and part of Barbary",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,,very_small,high,coastline_bathymetry,1,yes,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53293507m
btv1b53242278x,"Carte d'une partie des cotes des Roy[au]mes d'Alger et de Tunis, depuis Bonne jusqu'a Biserte",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242278x
btv1b10850771d,"Carte de la côte depuis le cap Sebibes, Porte Farine, La Goulette, Bizerty jusque au Cap Bon",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b10850771d
btv1b53237595z,Côte d'Afrique près [de] Tunis,,,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237595z
btv1b53237545w,Idée du port de Lampedouze,,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237545w
btv1b532974906,"Mer Méditerranée : seconde feuille contenant l'Italie, Sicile, Golphe de Venise, Costes de Dalmatie, Albanie, et partie de celles de Barbarie",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532974906
btv1b53237570w,"Plan de la côte et Seches de Barbarie, depuis Zerbi jusqu'à Suza...",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237570w
btv1b10850772v,Plan de la rade de Bizerty. Ms. 18e siècle,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b10850772v
btv1b10850767p,Plan de la rade de Portofarine. Ms.,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b10850767p
btv1b10850770z,Plan de la rade de Tunis,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b10850770z
btv1b53237571b,Plan de lisle Lapedosa,,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237571b
btv1b532422905,Plan de Monestier à la porte orientale de Tunis,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532422905
btv1b108507667,Plan du Cap Negre,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b108507667
btv1b532376045,Plan du cap Nègre en Barbarie,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532376045
btv1b53237605m,Plan du cap Nègre en Barbarie,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry,1,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237605m
