record_id,title,year,century,confidence,provenance,scale_denominator,scale_class,scale_source,production_mode,colour,authority_type,genre,sheet_count,sheet_width_cm,sheet_height_cm,sheet_area_cm2,date_precision,has_creator,has_publisher,has_scale,has_dimensions,has_subjects,has_language,has_catalogue_notice,has_exact_date,metadata_completeness,metadata_grade,provenance_tier,has_iiif,views,rights_open,scan_width,scan_height,scan_megapixels,scan_resolution_class,scan_dpi,scan_dpi_class,quality_index,research_tier,url
btv1b8592051q,Atlas coelestis. Phaenomena circa quantitatem dierum artificialium et solarium perpetuomutabilem ex hypothesi copernicana deducta / a Ioh. Gab. Doppelmaiero,1742,18th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,other,1,48.0,57.0,2736,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,10976,8948,98.2,high,489,high,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8592051q
btv1b532375932,Carte des golfes de Tunis et Hammamet : dressée d'après des plans levés en 1786,1800,19th c.,high,Gallica,,unknown,none,printed,unknown,hydrographic,map,1,59.0,43.0,2537,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,6992,9464,66.2,high,407,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532375932
btv1b53237594h,Carte des golfes de Tunis et Hammamet : dressée d'après des plans levés en 1786,1800,19th c.,high,Gallica,,unknown,none,printed,unknown,hydrographic,map,1,57.0,41.0,2337,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,6689,9169,61.3,high,409,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53237594h
btv1b55011233p,"Carte du nord de l'Afrique, comprenant les régences de Tunis, d'Alger et de Maroc, pour l'intelligence de l'expédition d'Alger... / par Darmet, 1830",1830,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,28.5,21.0,598,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,2,1,13252,9100,120.6,high,1181,high,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b55011233p
btv1b53036695f,"Esquisse de la restauration de la ville de Carthage : d'après la topographie de Carthage de Mr. Dureau de la Malle, la carte de Mr Falbe et des dessins inédits des 16e, 17e et 18e siècles / par P. A. Dedreux, architecte ; autographié par L. Letronne",1837,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,plan,1,40.5,55.5,2248,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,9048,6850,62.0,high,414,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53036695f
btv1b530985839,"Exploration du Sahara, années 1859, 1860, 1861. Carte du plateau central du Sahara comprenant le pays des Touareg du Nord, le Sahara algérien, tunisien et tripolitain, par Henri Duveyrier. 1 : 3 000 000 . Dessiné par E. Desbuissons",1861,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,61.0,78.6,4795,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,8518,10997,93.7,high,355,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530985839
btv1b53098598z,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,65.0,69.5,4518,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,8638,9087,78.5,high,332,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098598z
btv1b53098599d,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,65.0,69.5,4518,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,8921,8978,80.1,high,328,standard,79.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098599d
btv1b53281474s,Eyland Sardinia met de tegen over geleegene zee kusten van Barbaria tusschen C. de Ferro en C. Bona,,,high,Gallica,888000,small,catalogue,manuscript,unknown,unknown,map,2,69.0,53.5,3692,multi_century,1,0,1,1,1,1,1,0,6,B,bnf,1,1,1,9378,11354,106.5,high,,unknown,78.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53281474s
btv1b53242279c,Carte d'une partie des costes du royaume de Tunis depuis Souse jusqu'a Biserte / dressée sur des cartes et détails géograhiques au dépost des cartes et plans maritimes,1728,18th c.,high,Gallica,,unknown,none,manuscript,colour,hydrographic,map,1,59.0,91.0,5369,exact,1,0,0,1,1,1,1,1,6,B,bnf,1,1,1,11560,7822,90.4,high,323,standard,78.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53242279c
btv1b53102664q,Mines de Gabe-Gottes et de St. Jacques,1835,19th c.,unverified,Gallica,2000,large,catalogue,manuscript,unknown,unknown,map,1,71.5,45.0,3218,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,9695,6302,61.1,high,344,standard,78.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b53102664q
btv1b8438941d,Carte de l'Egypte. 1/1 950 000. Tirage de juillet 1882. (Publiée par le Dépôt de la guerre.),1882,19th c.,unverified,Gallica,1950000,very_small,catalogue,unknown,unknown,unknown,map,,31.0,45.0,1395,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6972,9682,67.5,high,546,high,78.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8438941d
btv1b101004136,"Natoliae, quae olim Asia Minor, nova descriptio ; Aegypti recentior descriptio ; Carthaginis celeberrimi sinus typus",1570,16th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,3,41.0,55.0,2255,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,2,1,4107,6562,27.0,medium,,unknown,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b101004136
btv1b531968799,Afr. II tab.,1578,16th c.,high,Gallica,4826000,very_small,catalogue,unknown,unknown,unknown,map,1,34.0,46.5,1581,exact,1,0,1,1,1,1,1,1,7,A,bnf,1,3,1,4478,6373,28.5,medium,348,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531968799
btv1b53143250k,Tunes Oppidum Barbarie & Regina fedes 1535 [...] / Joanne Maio,1593,16th c.,high,Gallica,,unknown,none,printed,colour,commercial,plan,1,37.5,51.5,1931,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,6230,4592,28.6,medium,307,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53143250k
btv1b53301186r,Plan de la rade de l'Ogue Noüa,,,medium,Gallica,18214,large,catalogue,manuscript,colour,unknown,other,1,83.0,75.5,6266,multi_century,0,0,1,1,1,1,1,0,5,B,bnf,1,2,1,12102,13230,160.1,high,405,standard,77.5,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b53301186r
btv1b53211476h,Africae nova tabula / Auct. Jud. Hondio,1632,17th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,1,45.5,56.5,2571,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,3,1,4500,6491,29.2,medium,292,low,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53211476h
btv1b532422744,"Les costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie / par P. du Val, géographe du Roy ; F.D. Lapointe fecit",1664,17th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,1,25.0,80.0,2000,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,2,1,9508,3070,29.2,medium,302,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532422744
btv1b8445156f,"Les costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie suivant les routiers et portolans de divers pilotes / par P. Du Val, ...",1677,17th c.,high,Gallica,2850000,very_small,catalogue,unknown,unknown,unknown,map,1,38.5,21.0,808,exact,1,0,1,1,1,1,1,1,7,A,bnf,1,1,1,7356,4800,35.3,medium,485,high,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8445156f
btv1b532830203,[Model des cartes dressée pour les 6 divisions],,18th c.,high,Gallica,9110870,very_small,catalogue,manuscript,colour,unknown,map,1,29.0,50.0,1450,century,0,0,1,1,1,1,1,0,5,B,bnf,1,2,1,9478,5948,56.4,high,481,high,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532830203
btv1b84685517,"Partie occidentale d'Afrique où se trouve (sic) les isles Canaries et du Cap Vert..., les royaumes d'Alger et de Tunis..., la Nigritie et la Guinée / par N. de Fer...",1702,18th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,1,32.0,22.0,704,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,5820,4306,25.1,medium,462,high,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b84685517
btv1b8494393g,"Plan de l'Isle de Tabarco / Levé par le sieur Verguin, ...",1732,18th c.,high,Gallica,6000,large,catalogue,manuscript,unknown,unknown,map,1,42.0,37.5,1575,exact,1,0,1,1,1,1,1,1,7,A,bnf,1,1,1,7824,5664,44.3,medium,473,high,77.5,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b8494393g
btv1b10678733g,Carte generale d'Allemagne divisée en ses cercles et subdivisée en ses principaux Etats / Dressée par Ordre de S. M. I. ; par J. G. Eisenschmidt Mathématicien et D[octeur] en Medecine a Strasbourg ; revue et augmentée par J. B. Homann geogr[aphe] de S. M. I.,1758,18th c.,unverified,Gallica,,unknown,none,printed,colour,commercial,other,1,34.5,47.0,1622,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,5544,4192,23.2,medium,300,low,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b10678733g
btv1b531431669,"Novissima et accuratissima regnorum et insularum Siciliae, et Sardiniae, hydro-geographica exhibitio : ubi secundum principia perfectionis stereographicae, et secundum statum hodiernum Sicilia, Sardinia, Corsica, Malta et aliis majoribus minoribusque Insulis in hoc tractu maritimo sitis cu[m] adjectis Italicis, Barbaricisque Litoribus ostenduntur [...] / Io. Ant. Rizzi Zannoni",1762,18th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,1,50.0,60.5,3025,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,7348,6112,44.9,medium,308,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531431669
btv1b53235505j,Plano de la rada y ciudad de Tripoli en la costa de Berberia ; Golfo de Tunez : conforme al plano de Mr. Bellin / por don Tomas Lopez,1785,18th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,2,21.0,34.0,714,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,5770,4020,23.2,medium,,unknown,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53235505j
btv1b8441279j,"Karte der Eisenbahn von Salonik nach Monastir, 1/300 000, entworfen u. gez. / C. Fr. v. d. Goltz",1895,19th c.,low,Gallica,300000,small,catalogue,unknown,unknown,unknown,map,1,56.0,32.0,1792,exact,1,0,1,1,1,1,1,1,7,A,bnf,1,1,1,9262,5365,49.7,medium,420,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8441279j
btv1b53071091w,Djebel Zaghouan [Tunisie] carte géologique. 1 : 20 000 / G. Castany,1951,20th c.,high,Gallica,,unknown,none,printed,colour,commercial,map,1,28.0,48.0,1344,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,4762,6855,32.6,medium,363,standard,77.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53071091w
btv1b53283019q,Carte de la Mer Mediterranée sur laquelle on a distingué par des couleurs les six divisions des Materiaux qui se conserve[n]t au dépôt des Cartes de la Marine pour servir à la construction des cartes du nouveau portuland de cette Mer,1736,18th c.,high,Gallica,8996123,very_small,catalogue,manuscript,colour,unknown,map,1,33.5,46.5,1558,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,8016,5910,47.4,medium,438,standard,76.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53283019q
btv1b10678328s,Projet de construction d'une salle de dissection et dépendances à la Faculté de médecine de Montpellier : Plan général des bâtiments,,19th c.,unverified,Gallica,200,large,catalogue,printed,unknown,commercial,other,1,10.0,11.5,115,century,0,1,1,1,1,1,1,0,6,B,bnf,1,1,1,3176,4816,15.3,low,1064,high,76.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b10678328s
btv1b53247486x,"Atlas ou recüeil de cartes geographiques, dressées sur les nouvelles observations de M[essieu]rs de l'Academie Royale des Sciences, par N. de Fer geographe de sa Majesté Catolique et Monseigneur le Dauphin",1709,18th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,53.0,41.0,2173,exact,1,1,0,1,0,1,1,1,6,B,bnf,1,328,1,6732,8796,59.2,high,422,standard,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53247486x
btv1b53237585j,"Carte de la coste depuis Biserte jusque au Cap Bon / donné par Sabatier, pilote amiral de Toulon",1736,18th c.,high,Gallica,,unknown,none,manuscript,unknown,hydrographic,map,1,42.0,57.0,2394,exact,1,0,0,1,1,1,1,1,6,B,bnf,1,2,1,9279,6866,63.7,high,413,standard,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53237585j
btv1b84693899,"Carte de l'Afrique propre, aujourd'hui le royaume de Tunis, pour servir... à l'analyse de la campagne de Jules César...",1758,18th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,43.0,32.0,1376,exact,0,1,0,1,1,1,1,1,6,B,bnf,1,1,1,8326,6804,56.7,high,492,high,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b84693899
btv1b532422850,Carte des côtes de Barbarie depuis le cap Bugaroni au royaume d'Alger jusqu'à la ville d'Africa ou Mahdia au royaume de Tunis... / par M. le marquis de Chabert...,1787,18th c.,high,Gallica,,unknown,none,manuscript,unknown,hydrographic,map,1,61.0,90.0,5490,exact,1,0,0,1,1,1,1,1,6,B,bnf,1,2,1,10736,7386,79.3,high,303,standard,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532422850
btv1b530252439,Réseau postal et télégraphique de la régence de Tunis,1889,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,88.0,63.0,5544,exact,0,1,0,1,1,1,1,1,6,B,bnf,1,1,1,8505,11372,96.7,high,328,standard,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530252439
btv1b532133454,Camp de Bou-Ficha,1931,20th c.,high,Gallica,,unknown,none,printed,unknown,military_survey,map,1,90.0,72.0,6480,exact,0,1,0,1,1,1,1,1,6,B,bnf,1,1,1,9510,12359,117.5,high,349,standard,75.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532133454
btv1b55008266c,"Plantz, pourtraitz et descriptions de plusieurs villes et forteresses, tant de l'Europe, Asie, & Afrique, que des Indes, & terres neuves: Leurs fondations, antiquitez, & manieres de vivre: Avec plusieurs cartes generales & particulieres, servans à la Cosmographie, iointes à leurs declarations: deux tables fort amples, l'une des chapitres, & l'autre des matieres contenues en ce present livre. Le tout mis par ordre, region par region, par Antoine du Pinet",1564,16th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,33.0,22.0,726,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,362,1,3671,5523,20.3,medium,425,standard,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b55008266c
bpt6k324274q,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre",1575,16th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,36.5,23.5,858,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,636,1,4451,6497,28.9,medium,452,high,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/bpt6k324274q
bpt6k1505502g,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre. Tome 1",1575,16th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,36.5,23.5,858,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1559,1,4063,5768,23.4,medium,401,standard,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/bpt6k1505502g
btv1b52510038g,"Cartes generales de toutes les parties du monde, ou les empires, monarchies, republiques, estats, peuples, &c. de l'Asie, de l'Afrique, de l'Europe, & de l'Americque, tant anciens que nouveaux, sont exactement remarqués, & distingués suivant leur estendue. Par le Sieur Sanson d'Abbeville, Geographe ordinaire du Roy",1658,17th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,45.0,34.0,1530,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,388,1,5658,7403,41.9,medium,418,standard,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b52510038g
btv1b530527863,"Les Costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie suivant les routiers et les portolans de divers pilotes / par P. du val ; F. Lapointe fecit",1677,17th c.,high,Gallica,,unknown,none,printed,unknown,commercial,other,1,25.5,80.0,2040,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,9314,3088,28.8,medium,296,low,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530527863
btv1b8439648k,Carte du relief de l'Algérie et de la Tunisie / dressée par E. Guillemin,1888,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,41.0,29.0,1189,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,8050,5292,42.6,medium,499,high,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8439648k
btv1b84417605,"Tunisie / L. Thuillier, delt.",1888,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,24.0,34.0,816,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,4500,5845,26.3,medium,437,standard,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b84417605
btv1b8439738j,"Tunisie / L. Thuillier, delt. ; gravé et imprimé par Erhard",1888,19th c.,high,Gallica,,unknown,none,printed,unknown,commercial,map,1,25.0,32.0,800,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,1,1,4415,5805,25.6,medium,461,high,74.2,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8439738j
btv1b84904710,[Castello del bazzaro],1560,16th c.,high,Gallica,1030,large,catalogue,unknown,unknown,unknown,view,1,50.0,38.0,1900,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,8028,6190,49.7,medium,408,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b84904710
btv1b55005215t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodatione del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq[ue] millia valorosi soldati, e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchescha",1560,16th c.,high,Gallica,245600,medium,catalogue,unknown,unknown,unknown,map,1,44.0,29.8,1311,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,5502,3835,21.1,medium,318,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b55005215t
btv1b55000007t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodavone del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq. millia valorosi soldati e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchesca",1560,16th c.,high,Gallica,245600,medium,catalogue,unknown,unknown,unknown,map,1,44.0,30.0,1320,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6078,4377,26.6,medium,351,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b55000007t
btv1b550001148,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inodavone del mare, et il sito della fortezza fatta da Christiani alla defesa della quala vi è restato cinq. millia valorosi soldati e buona provisione di vituaglie e monitione che con l'aiuto di Dio bastara a diffenderla dall'insulti de l'armata Turchesca",1560,16th c.,high,Gallica,245600,medium,catalogue,unknown,unknown,unknown,map,1,44.0,29.8,1311,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6006,4197,25.2,medium,347,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b550001148
btv1b84909709,Disigno dell'Isola de Gerbi... et il sito della fortezza fatta da christiani... bastara à diffenderla dall'insulti de l'armata Turchesca,1560,16th c.,high,Gallica,245600,medium,catalogue,unknown,unknown,unknown,map,1,44.0,29.8,1311,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,7080,4919,34.8,medium,409,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b84909709
btv1b550000800,Disegno de la Goletta,1570,16th c.,high,Gallica,2900,large,catalogue,unknown,unknown,unknown,map,1,32.5,24.0,780,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6023,4147,25.0,medium,471,high,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b550000800
btv1b84946797,Fortezza di Gerbi,1573,16th c.,high,Gallica,2500,large,catalogue,unknown,unknown,unknown,map,1,40.0,27.5,1100,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6432,4472,28.8,medium,408,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b84946797
btv1b55005028t,"Il novo disegno di Tunisi et la Goletta fatto con le factioni haute e gl'ultimi duisi, con l'annotatione de beloardi de la nova fortezza tra Tunisi et lo Stagno...",1574,16th c.,high,Gallica,60000,medium,catalogue,unknown,unknown,unknown,map,1,46.0,31.0,1426,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6959,5192,36.1,medium,384,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b55005028t
btv1b550051714,Pianta del forto novo de Tunisi,1574,16th c.,high,Gallica,3800,large,catalogue,unknown,unknown,unknown,plan,1,31.0,45.5,1410,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,4289,5986,25.7,medium,334,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b550051714
btv1b8494678t,"Disigno dell'Isola de Gerbi con le seche che la difendeno dall'inondatione del mare et il sito della fortezza fatta da Christiani alla defesa della quala vi e restato cinq millia valorosi soldati, e buona provisione di vituaglie e munitione che con l'aiuto di Dio bastara à diffenderla dall'insulti de l'armata turchescha",1575,16th c.,high,Gallica,250000,medium,catalogue,unknown,unknown,unknown,map,1,44.5,30.0,1335,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,7312,5180,37.9,medium,417,standard,73.3,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b8494678t
btv1b8491904m,Barbaria,1602,17th c.,high,Gallica,13900000,very_small,catalogue,unknown,unknown,unknown,map,1,47.0,35.0,1645,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,7667,5722,43.9,medium,414,standard,73.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8491904m
btv1b8492072n,Barbaria,1602,17th c.,high,Gallica,13900000,very_small,catalogue,unknown,unknown,unknown,map,1,47.0,35.0,1645,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,8004,5950,47.6,medium,433,standard,73.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8492072n
btv1b531429571,Barbaria,1602,17th c.,high,Gallica,13900000,very_small,catalogue,unknown,unknown,unknown,map,1,35.0,47.0,1645,exact,0,0,1,1,1,1,1,1,6,B,bnf,1,1,1,6622,5150,34.1,medium,358,standard,73.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531429571
btv1b532354680,"Carte réduite des costes de Tunis et de Tripoli pour servir aux vaisseaux du Roi, dressée... par ordre de M. Rouillé... comte de Jouy, ... / chez le Sr. Bellin, ing[énieu]r de la Marine",1752,18th c.,high,Gallica,,unknown,none,manuscript,colour,hydrographic,map,1,41.0,60.0,2460,exact,1,0,0,1,1,1,1,1,6,B,bnf,1,1,1,7536,5124,38.6,medium,319,standard,73.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532354680
btv1b10112213f,"Air France. Carte itinéraire Dunlop. Paris-Tunis (par Lyon ou Nice), Marseille-Tunis, Marseille-Bône, Nice-Alger (par ajaccio) : [carte de route] / Édicta",1949,20th c.,high,Gallica,4000000,very_small,catalogue,printed,colour,commercial,map,,13.1,9.0,118,exact,0,1,1,1,0,1,1,1,6,B,bnf,1,5,0,1460,2144,3.1,low,416,standard,73.3,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b10112213f
btv1b52526874r,"Atlas nouveau contenant toutes les parties du monde ou sont exactement remarqués les Empires, Monarchies Royaumes, Estats Republiques & Peuples qui si trouvent à present. Presenté a Monseigneur le Dauphin par son tres-humble, tres-obeissant et tres-fidele serviteur Hubert Iaillot",1681,17th c.,unverified,Gallica,,unknown,none,printed,unknown,commercial,atlas,,63.7,50.0,3185,exact,1,1,0,1,1,1,1,1,7,A,bnf,1,192,0,8191,10079,82.6,high,402,standard,72.5,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b52526874r
