record_id,title,year,century,confidence,provenance,scale_denominator,scale_class,scale_source,production_mode,colour,authority_type,genre,sheet_count,sheet_width_cm,sheet_height_cm,sheet_area_cm2,date_precision,has_creator,has_publisher,has_scale,has_dimensions,has_subjects,has_language,has_catalogue_notice,has_exact_date,metadata_completeness,metadata_grade,provenance_tier,has_iiif,views,rights_open,scan_width,scan_height,scan_megapixels,scan_resolution_class,scan_dpi,scan_dpi_class,quality_index,research_tier,url
btv1b53233066w,"Restauration des Aqueducs de Carthage. / Royaume de Tunis ; [par P. Colin, ingénieur civil, chevalier de la Légion d'honneur]",1862,19th c.,high,Gallica,50000,medium,catalogue,printed,colour,commercial,map,2,150.0,74.0,11100,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,19112,9970,190.5,high,,unknown,100.0,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b53233066w
btv1b525062937,Itinéraire de Tunis à Bizerte et à la frontière d'Algérie / gravé par Erhard,1880,19th c.,high,Gallica,100000,medium,catalogue,printed,colour,military_survey,map,1,75.0,93.0,6975,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,4,1,12551,8970,112.6,high,343,standard,100.0,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b525062937
btv1b8458760m,Carte de la Tunisie et de l'Algérie orientale / dressée par Ed. Dumas-Vorzet,1881,19th c.,high,Gallica,1500000,very_small,catalogue,printed,colour,commercial,map,1,56.0,48.0,2688,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,9188,7618,70.0,high,417,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8458760m
btv1b52514110t,"Algérie, Tunisie / par P. Vidal, Lablache",1885,19th c.,high,Gallica,13000000,very_small,catalogue,printed,colour,commercial,map,1,117.0,98.0,11466,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,17777,16028,284.9,high,386,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b52514110t
btv1b53179707j,"Carte des itinéraires de la Tunisie / chef du service géographique, le Général Perrier",1887,19th c.,high,Gallica,800000,small,catalogue,printed,colour,military_survey,map,1,95.0,65.0,6175,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,7942,11370,90.3,high,304,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53179707j
btv1b53121118t,Carte de la Tunisie dressée au Service géographique de l'Armée,1895,19th c.,high,Gallica,800000,small,catalogue,printed,colour,military_survey,map,1,69.0,57.0,3933,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,8580,6922,59.4,high,316,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53121118t
btv1b531213174,"Carte de France publiée par le Petit Journal d'après les documents les plus récents, indiquant la division par départements, avec les chemins de fer, les cours d'eau, les routes, les canaux, les uniformes de l'Armée française, les pavillons des différentes nations, les décorations françaises, les monnaies, etc. / Dressée et dessinée... par A. Guibal",1900,20th c.,high,Gallica,1600000,very_small,catalogue,printed,colour,commercial,map,1,105.0,90.0,9450,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,13352,11364,151.7,high,323,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531213174
btv1b530605575,"Maroc, Algérie, Tunisie ; carte politique et physique... 1/270 000 / dressée d'après les documents les plus récents à l'échelle de 1 : 2 700 000 et dessinée par E. Nardin",1905,20th c.,high,Gallica,270000,small,catalogue,printed,colour,commercial,map,1,82.0,57.0,4674,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,5,1,10476,7477,78.3,high,325,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530605575
btv1b53121213z,Carte militaire de la France,1906,20th c.,high,Gallica,2000000,very_small,catalogue,printed,colour,commercial,map,1,82.0,57.0,4674,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10370,7376,76.5,high,321,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53121213z
btv1b532581549,Algérie-Tunisie / dressé par M. Maumias,1912,20th c.,high,Gallica,1500000,very_small,catalogue,printed,colour,commercial,map,1,92.0,52.0,4784,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,12552,7858,98.6,high,347,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b532581549
btv1b53066569j,"Manoeuvres d'Algérie-Tunisie, 1929",1929,20th c.,high,Gallica,200000,medium,catalogue,printed,colour,military_survey,map,1,68.0,53.0,3604,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,9588,6848,65.7,high,358,standard,100.0,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b53066569j
btv1b53066610t,Algérie-Tunisie / Dressé... sous la direction de M. De Flotte de Roquevaille,1930,20th c.,high,Gallica,1500000,very_small,catalogue,printed,colour,commercial,map,1,93.0,51.0,4743,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,12376,7488,92.7,high,338,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53066610t
btv1b53066673n,Régence de Tunis. Direction générale des travaux publics. Carte géologique / dressée par M. Soligna...,1931,20th c.,high,Gallica,500000,small,catalogue,printed,colour,commercial,map,3,104.0,74.0,7696,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,12070,21531,259.9,high,,unknown,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53066673n
btv1b8459188x,"Environs de Medenine. Dressé / héliogravé et publié par le Service géographique de l'armée, Revisé en 1933",1934,20th c.,high,Gallica,50000,medium,catalogue,printed,colour,military_survey,map,1,50.0,40.0,2000,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,9180,7198,66.1,high,466,high,100.0,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b8459188x
btv1b53213404d,Tunis / par J. Vanney,1934,20th c.,high,Gallica,8000,large,catalogue,printed,colour,commercial,map,1,92.0,64.0,5888,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,9160,11438,104.8,high,316,standard,100.0,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b53213404d
btv1b53260403g,"Carte des chemins de fer français / dressé, dessiné et publié par le Service géographique de l'armée",1937,20th c.,high,Gallica,800000,small,catalogue,printed,monochrome,military_survey,map,4,81.0,66.0,5346,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,20779,17053,354.3,high,,unknown,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53260403g
btv1b53121318k,France politique / Dressée et gravée par Blondel La Rougery,1940,20th c.,high,Gallica,1500000,very_small,catalogue,printed,colour,commercial,map,1,64.0,76.0,4864,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,8598,8828,75.9,high,295,low,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53121318k
btv1b53179710t,"Tunisie au 500.000e. / dressé, héliogravé et publié par le Service géographique de l'armée...",1943,20th c.,high,Gallica,500000,small,catalogue,printed,colour,military_survey,map,1,75.0,107.0,8025,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,12330,8910,109.9,high,293,low,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53179710t
btv1b531893169,"Esso, Tunisie",1948,20th c.,high,Gallica,800000,small,catalogue,printed,colour,commercial,map,1,98.0,52.0,5096,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,6282,11788,74.1,high,306,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531893169
btv1b53197102z,"Carte-guide ""Tourist"", Tunisie",1952,20th c.,high,Gallica,800000,small,catalogue,printed,colour,commercial,map,1,62.0,97.0,6014,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,7588,11680,88.6,high,306,standard,100.0,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53197102z
btv1b8490779b,"Partie de la Coste de Barbarie en Africque ou sont les royaumes de Tunis et Tripoli et pays circonvoisins tirés de Sanuto et d'autres par le Sr. Sanson, ... I. Somer P. / sculp",1655,17th c.,high,Gallica,3475000,very_small,catalogue,printed,unknown,commercial,map,1,53.5,37.0,1980,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10068,7438,74.9,high,478,high,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8490779b
btv1b84916621,"Partie de la Coste de Barbarie en Africque ou sont les royaumes de Tunis et Tripoli et pays circonvoisins tirés de Sanuto et d'autres par le Sr. Sanson, ... I. Somer P. / sculp",1655,17th c.,high,Gallica,3475000,very_small,catalogue,printed,unknown,commercial,map,1,53.5,37.0,1980,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,9647,7115,68.6,high,458,high,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b84916621
btv1b8491458f,"Les costes des royaumes de Fez, Alger, Tunis et Tripoli en Barbarie suivant les routiers et portolans de divers pilotes / par P.Du Val, ... ; F.D.Lapointe fecit",1677,17th c.,high,Gallica,2850000,very_small,catalogue,printed,unknown,commercial,map,1,38.5,21.0,808,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,7198,9768,70.3,high,644,high,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8491458f
btv1b53233049d,"Carte comparée des Régences d'Alger et de Tunis / dressée par le Chevalier Lapie, 1er géographe du Roi, ... ; Les noms anciens ont été revus par Mr le Chevalie Hase, les noms arabes par Mr le Chevalier Jaubert, ...",1828,19th c.,high,Gallica,16000000,very_small,catalogue,printed,unknown,commercial,map,1,100.5,72.0,7236,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,16235,12784,207.5,high,410,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53233049d
btv1b84922819,"Carte des Cotes de Tunis Depuis le Cap africa jusqu'aux Frères, par le Capitaine Smythe secondé par MM. Slater & Elson",1829,19th c.,high,Gallica,520000,small,catalogue,printed,unknown,commercial,map,1,61.0,47.0,2867,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10353,7978,82.6,high,431,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b84922819
btv1b531797029,Carte de la Régence de Tripoli et des principales routes commerciales de l'intérieur de l'Afrique / Prax et Renou ; Delamare (gr),1830,19th c.,unverified,Gallica,2000000,very_small,catalogue,printed,unknown,commercial,map,1,77.5,65.9,5107,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,8464,11382,96.3,high,373,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531797029
btv1b8490999s,"Carte des Etats barbaresques comprenant les Régences d'Alger, de Tunis, de Tripoli et de l'Empire de Maroc avec plans détaillés de la ville, des fortifications de la baie et des environs d'Alger pour servir aux opérations de l'Armée française en Afrique / d'après les meilleurs [sic] cartes et les renseignements de plusieurs consuls qui y ont résidés, dressée par Bourgeois, ...",1830,19th c.,high,Gallica,5050000,very_small,catalogue,printed,unknown,commercial,map,1,44.5,62.0,2759,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10692,8146,87.1,high,438,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b8490999s
btv1b53098487q,"Carte des Régences d'Alger de Tunis et de Tripoli, avec l'Empire de Maroc ; comprenant aussi tout le bassin citérieure [sic] de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ...",1830,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,81.0,57.0,4617,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10763,7481,80.5,high,338,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098487q
btv1b53098491f,"Nouvelle carte des régences d'Alger, de Tunis, de Tripoli, et de l'Empire de Maroc / dressée d'après les matériaux les plus récents par L. Berthe...",1830,19th c.,high,Gallica,3175000,very_small,catalogue,printed,unknown,commercial,map,1,82.0,58.0,4756,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10361,7477,77.5,high,321,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098491f
btv1b53098379t,"Nouvelle Carte topographique des Royaumes d'Alger, Tunis, Tripoli, Fez, Maroc et de toutes les côtes de la Méditerranée, dressée pour l'Expédition en Barbarie, par l'armée française, en Mai 1830 / Dressée par Mr. Rigault, Ingr. Géog., ex-capitaine du Génie ; Théâtre de la Guerre",1830,19th c.,high,Gallica,5140000,very_small,catalogue,printed,unknown,commercial,view,1,82.0,65.0,5330,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10407,8042,83.7,high,322,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098379t
btv1b530984294,Plan du terrain et des ruines de Carthage / levé et dessiné en 1831 par Falbe...,1833,19th c.,high,Gallica,16000,large,catalogue,printed,unknown,commercial,map,1,58.0,70.0,4060,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,7129,8870,63.2,high,322,standard,96.7,1_analytic,https://gallica.bnf.fr/ark:/12148/btv1b530984294
btv1b530351348,"Carte des régences d'Alger, de Tunis et de Tripoli, avec l'empire de Maroc : comprenant aussi tout le bassin intérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson, géog[raph]e ; gravé par J. B. Tardieu",1840,19th c.,high,Gallica,2858000,very_small,catalogue,printed,unknown,commercial,map,1,57.0,83.5,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10810,7428,80.3,high,329,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530351348
btv1b530984885,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin intérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; Gravé par J.B. Tardieu",1840,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.0,56.0,4648,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10368,7233,75.0,high,317,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530984885
btv1b53088066m,"Carte du gouvernement d'Alger comprenant l'empire de Maroc, la régence de Tunis et une partie du grand désert / par A. R. Fremin, géographe ; gravée sur acier par Bénard ; imp[rim]ée par Folliau",1840,19th c.,high,Gallica,3449000,very_small,catalogue,printed,unknown,commercial,map,1,33.0,55.5,1832,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10264,7360,75.5,high,470,high,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53088066m
btv1b53179703r,"Carte de la Régence de Tunis dressée au Dépôt général de la guerre sous la direction de Mr. le lieu.t gén.al baron Pelet d'après les observations et les reconnaissances de Mr. Falbe, cap.ne de vaisseau danois, de Mr. Pricot S.te Marie cap.ne d'Etat-major, et d'après les renseignemens recueillis par eux. Gravé J. Schwaerzlé",1842,19th c.,high,Gallica,400000,small,catalogue,printed,unknown,military_survey,map,1,84.0,93.0,7812,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,11050,7252,80.1,high,302,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53179703r
btv1b53087587f,"Théâtre de la guerre en Afrique, comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs, d'après les meilleurs matériaux qu'on a pu se procurer sur ce pays / dressé par Frémin géographe",1842,19th c.,high,Gallica,5085000,very_small,catalogue,printed,unknown,commercial,map,1,52.5,75.5,3964,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10864,7512,81.6,high,365,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53087587f
btv1b53098489m,"Carte des Régences d'Alger, de Tunis, et de Tripoli, avec l'Empire de Maroc... / par Hérisson.... ; Gravé par J.B. Tardieu...",1843,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.5,57.0,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10292,7563,77.8,high,313,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098489m
btv1b53098492w,"Carte des Régences d'Alger, de Tunis et de Tripoli avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; gravé par J.B. Tardieu",1844,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.5,57.0,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10304,7227,74.5,high,313,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098492w
btv1b53098493b,"Carte des Régences d'Alger, de Tunis et de Tripoli avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; gravé par J.B. Tardieu",1845,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.5,57.0,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10457,7261,75.9,high,318,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098493b
btv1b53088118t,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson géog[raph]e ; gravé par J. -B. Tardieu",1846,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,54.0,78.5,4239,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10888,7448,81.1,high,352,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53088118t
btv1b530984957,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ... ; Gravé par J. -B. Tardieu",1846,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.5,57.0,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10950,7684,84.1,high,333,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530984957
btv1b53098496p,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ... ; Gravé par J. -B. Tardieu",1846,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,83.5,57.0,4760,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10231,7243,74.1,high,311,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53098496p
btv1b53088018f,"Carte générale de l'Algérie comprenant l'empire de Maroc de la régence de Tunis dressée d'après les derniers documents... / par A.-R. Frémin, ingénieur-géographe ; gravée par Ch. Leclercq ; et I[sido]re Dalmont",1847,19th c.,high,Gallica,2565000,very_small,catalogue,printed,unknown,commercial,map,1,54.0,80.0,4320,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10608,7608,80.7,high,337,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53088018f
btv1b53088095d,"Carte physique de l'Algérie ou Afrique française comprenant la partie septentrionale de l'empire de Maroc, la régence de Tunis, une partie du bassin de la Méditerranée et la région orientale du royaume d'Espagne / dressée par A. R. Frémin",1848,19th c.,high,Gallica,2353000,very_small,catalogue,printed,unknown,commercial,map,1,57.0,87.0,4959,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10872,7496,81.5,high,317,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53088095d
btv1b530984974,"Carte des régences d'Alger, de Tunis et de Tripoli, avec l'empire de Maroc comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson géog[raph]e ; gravé par J.B. Tardieu",1851,19th c.,high,Gallica,2925000,very_small,catalogue,printed,unknown,commercial,map,1,54.5,78.5,4278,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,11004,7732,85.1,high,356,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b530984974
btv1b531360851,"Carte de l'Empire Ottoman, en Europe et en Asie / publié par J. Andriveau-Goujon",1853,19th c.,high,Gallica,4400000,very_small,catalogue,printed,unknown,commercial,map,1,56.5,78.0,4407,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,10248,7604,77.9,high,334,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531360851
btv1b53136235q,"Carte de la Régence de Tunis / par E. Pellissier, membre de la Commission scientifique d'Algérie ; gravé par les f[rè]res Avril",1853,19th c.,high,Gallica,800000,small,catalogue,printed,unknown,commercial,map,1,79.0,56.0,4424,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,1,1,7208,9942,71.7,high,320,standard,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b53136235q
btv1b531797046,"Carte de la régence de Tunis, dressé au Dépôt de la guerre / d'après les observations... de Mr Falbe ; de M. Pricot Ste Marie, étant directeur le colonel Blondel...",1857,19th c.,high,Gallica,400000,small,catalogue,printed,unknown,military_survey,map,2,92.0,72.0,6624,exact,1,1,1,1,1,1,1,1,8,A,bnf,1,2,1,12704,9126,115.9,high,,unknown,96.7,2_contextual,https://gallica.bnf.fr/ark:/12148/btv1b531797046
