record_id,title,year,scale_denominator,georef_tier,layers,osm_rebuild_score,osm_rebuild,rebuildable_layers,blocked_layers,url
btv1b55011149d,Carte des principales voies de communication de la Tunisie et de l'Algérie orientale,1885,3200000,2_control_points,coastline | principal_towns | roads,0.80,most_of_it,coastline | roads,,https://gallica.bnf.fr/ark:/12148/btv1b55011149d
btv1b84457375,"Société ""les Affréteurs réunis""... Services hebdomadaires directs et distincts de Rouen et Bordeaux-Bayonne sur l'Algérie et la Tunisie, et vice versa",1913,3000000,2_control_points,coastline | principal_towns | roads,0.80,most_of_it,coastline | roads,,https://gallica.bnf.fr/ark:/12148/btv1b84457375
btv1b8458909r,Algérie-Tunisie,1930,5000000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b8458909r
btv1b8438999m,Carte de l'Algérie et de la Tunisie / éditée par l'Armée française ; et la Petite République française,,2500000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b8438999m
btv1b8446079d,Tunisie et Algérie orientale / dressé et gravé par R. Hausermann,,2600000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b8446079d
btv1b10678510j,"Partie occidentale de l'Afrique ou se trouve la Barbarie divisée en royaumes de Maroc, de Fez, d'Alger, de Tripoli et de Tunis [et] le Sara ou le désert de Barbarie, la Nigrite ou le pais des Nègres et la Guinée, les isles du Cap Verd, les isles Canaries et les Acores, ses dernières sont estimées de l'Amérique / par N[icolas] de Fer geographe de sa Majesté catolique (sic)",1702,,2_control_points,admin_boundaries,0.80,most_of_it,admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b10678510j
btv1b53283007d,"[22 plans légendés et commentés de ports, baies et îles de la Méditerranée occidentale] / [par le lieutenant de vaisseau D'Ortigues ?] ; [destiné à] Bellin",1765,,2_control_points,roads,0.80,most_of_it,roads,,https://gallica.bnf.fr/ark:/12148/btv1b53283007d
btv1b53098491f,"Nouvelle carte des régences d'Alger, de Tunis, de Tripoli, et de l'Empire de Maroc / dressée d'après les matériaux les plus récents par L. Berthe...",1830,3175000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b53098491f
btv1b84919214,"Royaumes d'Alger, de Fez, de Tunis, et de Tripoli / par Bonne, ... ; Revu et augmenté par Hérisson",1830,7410000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b84919214
btv1b530351348,"Carte des régences d'Alger, de Tunis et de Tripoli, avec l'empire de Maroc : comprenant aussi tout le bassin intérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson, géog[raph]e ; gravé par J. B. Tardieu",1840,2858000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b530351348
btv1b530984885,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin intérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; Gravé par J.B. Tardieu",1840,2925000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b530984885
btv1b530252651,"Carte des régences d'Alger, de Tunis et de Tripoli, avec l'empire de Maroc... / par Hérisson, ,... ; Gravé par J.B. Tardieu",1841,2925000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b530252651
btv1b53087517j,"Carte géographique, physique et politique des royaumes d'Espagne et de Portugal indiquant toutes les routes principales et la division par provinces : accompagnée d'une partie de l'Afrique, donnant toute l'Algérie depuis le détroit de Gibraltar, jusqu'aux frontières de Tunis / Dressée par Girard et Charlie, géographes ; écrit par Mlle Vicq",1841,2128000,2_control_points,coastline | principal_towns | roads | admin_boundaries,0.80,most_of_it,coastline | roads | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b53087517j
btv1b53087533k,"Carte géographique, physique et politique des royaumes d'Espagne et de Portugal indiquant toutes les routes principales et la division par provinces : accompagnée d'une partie de l'Afrique, donnant toute l'Algérie depuis le détroit de Gibraltar, jusqu'aux frontières de Tunis / Dressée par Girard et Charlie, géographes ; écrit par Mlle Vicq",1841,2128000,2_control_points,coastline | principal_towns | roads | admin_boundaries,0.80,most_of_it,coastline | roads | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b53087533k
btv1b53098489m,"Carte des Régences d'Alger, de Tunis, et de Tripoli, avec l'Empire de Maroc... / par Hérisson.... ; Gravé par J.B. Tardieu...",1843,2925000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b53098489m
btv1b53172837r,"Carte de l'Empire Ottoman, en Europe et en Asie / publié par J. Andriveau-Goujon",1853,4400000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b53172837r
btv1b531360851,"Carte de l'Empire Ottoman, en Europe et en Asie / publié par J. Andriveau-Goujon",1853,4400000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b531360851
btv1b53146681t,"Originalkarte des nördl. von Ghadāmĕs & im Grenzgebiete v. Algier, Tunis & Tripoli... / Henry Duveyrier",1861,2500000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b53146681t
btv1b10112213f,"Air France. Carte itinéraire Dunlop. Paris-Tunis (par Lyon ou Nice), Marseille-Tunis, Marseille-Bône, Nice-Alger (par ajaccio) : [carte de route] / Édicta",1949,4000000,2_control_points,coastline | principal_towns | roads,0.80,most_of_it,coastline | roads,,https://gallica.bnf.fr/ark:/12148/btv1b10112213f
oai:u-bordeaux-montaigne.fr:203729,[Province de Constantine et Tunisie] / dressée et gravée par L. Rigaud,,2800000,2_control_points,coastline | principal_towns,0.80,most_of_it,coastline,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/203729
btv1b85935614,"Atlas des départements français, y compris l'Algérie, la Tunisie, le Maroc, Madagascar et l'Indo-Chine, indiquant les bureaux de poste, les bureaux télégraphiques et téléphoniques et les stations de chemins de fer",1916,,2_control_points,roads | railways | admin_boundaries,0.69,most_of_it,roads | railways | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b85935614
btv1b53197273p,Carte des itinéraires de la Tunisie,1903,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | admin_boundaries,0.65,most_of_it,railways | roads | admin_boundaries,relief,https://gallica.bnf.fr/ark:/12148/btv1b53197273p
btv1b53088095d,"Carte physique de l'Algérie ou Afrique française comprenant la partie septentrionale de l'empire de Maroc, la régence de Tunis, une partie du bassin de la Méditerranée et la région orientale du royaume d'Espagne / dressée par A. R. Frémin",1848,2353000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53088095d
btv1b52514110t,"Algérie, Tunisie / par P. Vidal, Lablache",1885,13000000,2_control_points,coastline | principal_towns | water,0.64,partly,coastline | water,,https://gallica.bnf.fr/ark:/12148/btv1b52514110t
btv1b84396601,"Guide-poche algérien / L. Chappuis, fils. Alger. Carte des chemins de fer de l'Algérie et de la Tunisie",1887,3000000,2_control_points,coastline | principal_towns | railways,0.64,partly,coastline | railways,,https://gallica.bnf.fr/ark:/12148/btv1b84396601
btv1b53057592p,Carte des chemins de fer de l'Algérie et de la Tunisie,1914,3000000,2_control_points,coastline | principal_towns | railways,0.64,partly,coastline | railways,,https://gallica.bnf.fr/ark:/12148/btv1b53057592p
btv1b8458664x,"Carte des chemins de fer de l'Algérie, de la Tunisie et du Maroc",1926,3000000,2_control_points,coastline | principal_towns | railways,0.64,partly,coastline | railways,,https://gallica.bnf.fr/ark:/12148/btv1b8458664x
btv1b53230723h,Les vins de Tunisie. Carte de vignoble,1935,2250000,2_control_points,coastline | principal_towns | land_use,0.64,partly,coastline | land_use,,https://gallica.bnf.fr/ark:/12148/btv1b53230723h
btv1b84414923,Carte des chemins de fer de l'Algérie et de la Tunisie,,3000000,2_control_points,coastline | principal_towns | railways,0.64,partly,coastline | railways,,https://gallica.bnf.fr/ark:/12148/btv1b84414923
btv1b8446063j,Carte des chemins de fer de l'Algérie et de la Tunisie,,3000000,2_control_points,coastline | principal_towns | railways,0.64,partly,coastline | railways,,https://gallica.bnf.fr/ark:/12148/btv1b8446063j
btv1b85953701,Plan de la ville de Tunis et de ses environs / [Bellin],1740,,2_control_points,settlements | urban_fabric,0.64,partly,settlements | urban_fabric,,https://gallica.bnf.fr/ark:/12148/btv1b85953701
btv1b53233049d,"Carte comparée des Régences d'Alger et de Tunis / dressée par le Chevalier Lapie, 1er géographe du Roi, ... ; Les noms anciens ont été revus par Mr le Chevalie Hase, les noms arabes par Mr le Chevalier Jaubert, ...",1828,16000000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53233049d
btv1b53098487q,"Carte des Régences d'Alger de Tunis et de Tripoli, avec l'Empire de Maroc ; comprenant aussi tout le bassin citérieure [sic] de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ...",1830,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098487q
btv1b53098492w,"Carte des Régences d'Alger, de Tunis et de Tripoli avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; gravé par J.B. Tardieu",1844,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098492w
btv1b53098493b,"Carte des Régences d'Alger, de Tunis et de Tripoli avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson... ; gravé par J.B. Tardieu",1845,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098493b
btv1b53088118t,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson géog[raph]e ; gravé par J. -B. Tardieu",1846,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53088118t
btv1b530984957,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ... ; Gravé par J. -B. Tardieu",1846,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b530984957
btv1b53098496p,"Carte des Régences d'Alger, de Tunis et de Tripoli, avec l'Empire de Maroc, comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des Etats qui forment ses limites européennes / par Hérisson, ... ; Gravé par J. -B. Tardieu",1846,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098496p
btv1b530984974,"Carte des régences d'Alger, de Tunis et de Tripoli, avec l'empire de Maroc comprenant aussi tout le bassin citérieur de la Méditerranée et une grande partie des États qui forment ses limites européennes / par Hérisson géog[raph]e ; gravé par J.B. Tardieu",1851,2925000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b530984974
btv1b53136271k,Théâtre de la guerre en Orient,1853,5750000,2_control_points,coastline | principal_towns | settlements,0.64,partly,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53136271k
btv1b531972761,Carte des itinéraires de la Tunisie,1906,800000,1_direct,roads | railways | settlement_hierarchy | admin_limits | forts_ksour | telegraph | admin_boundaries,0.57,partly,roads | railways | admin_boundaries,telegraph,https://gallica.bnf.fr/ark:/12148/btv1b531972761
btv1b530353989,"Théâtre de la guerre en Afrique, comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : Avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs, d'après les meilleurs matériaux qu'on a pu se procurer sur ce pays / drefsé par Frémin géographe",1840,5085000,2_control_points,coastline | principal_towns | settlements | admin_boundaries | forts_ksour,0.57,partly,coastline | settlements | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b530353989
btv1b530875341,"Théâtre de la guerre en Afrique, comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs, d'après les meilleurs matériaux qu'on a pu se procurer sur ce pays / dressé par Frémin géographe",1841,5085000,2_control_points,coastline | principal_towns | settlements | admin_boundaries | forts_ksour,0.57,partly,coastline | settlements | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b530875341
btv1b53087587f,"Théâtre de la guerre en Afrique, comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs, d'après les meilleurs matériaux qu'on a pu se procurer sur ce pays / dressé par Frémin géographe",1842,5085000,2_control_points,coastline | principal_towns | settlements | admin_boundaries | forts_ksour,0.57,partly,coastline | settlements | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b53087587f
btv1b53064546p,Carte des sites préhistoriques et protohistoriques de la Macédoine. Régions de Salonique et de Monastir (1re édition) / Dressée d'après les observations du Service archéologique de l'armée française,1918,400000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | admin_boundaries | archaeology,0.57,partly,roads | railways | admin_boundaries,relief,https://gallica.bnf.fr/ark:/12148/btv1b53064546p
btv1b53121118t,Carte de la Tunisie dressée au Service géographique de l'Armée,1895,800000,1_direct,settlement_hierarchy | railways | roads | relief | hydrography | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53121118t
btv1b531797080,Carte des itinéraires de la Tunisie / dressée au Service géographique de l'armée,1896,800000,1_direct,settlement_hierarchy | relief | hydrography | roads | railways,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b531797080
btv1b53179710t,"Tunisie au 500.000e. / dressé, héliogravé et publié par le Service géographique de l'armée...",1943,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b53179710t
btv1b53065122w,"Carte des possessions françaises en Afrique et d'une partie de la Régence de Tunis dréssée au Dépôt général de la guerre, sous la direction de M. le lieutenant général Pelet d'après les levés et les reconnaissances faits à Alger, Oran et Bone, ...",1853,1000000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53065122w
btv1b531797046,"Carte de la régence de Tunis, dressé au Dépôt de la guerre / d'après les observations... de Mr Falbe ; de M. Pricot Ste Marie, étant directeur le colonel Blondel...",1857,400000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b531797046
btv1b53179705n,Carte de la régence de Tunis dressée au dépôt de la guerre... 1857,1878,400000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b53179705n
btv1b530210435,Carte des Itinéraires de la Régence de Tunis / publiée par le Dépôt,1882,400000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b530210435
btv1b53022924j,"Algérie et Tunisie, d'après les documents fournis par le Dépôt de la Guerre (Service Géographique); orthographe des noms arabes d'après les principes du général Parmentier / dessinée par J. Hansen, 1885",1885,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53022924j
btv1b530299959,Carte des itinéraires de la Tunisie,1887,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b530299959
btv1b53179707j,"Carte des itinéraires de la Tunisie / chef du service géographique, le Général Perrier",1887,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53179707j
btv1b53179709f,Carte des itinéraires de la Tunisie / dressée au Service géographique de l'armée,1889,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53179709f
btv1b5969652w,"Carte de l'Afrique à l'échelle de 1:2 000 000. 02, Tunis : Afrique (région septentrionale) / [dressé et dessiné par... Régnauld de Lannoy de Bissy]",1894,2000000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b5969652w
btv1b10104083z,Monastir : The Balkans / War office,1915,250000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b10104083z
btv1b53066569j,"Manoeuvres d'Algérie-Tunisie, 1929",1929,200000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b53066569j
oai:u-bordeaux-montaigne.fr:340608,"Afrique 1:500.000e Flle NJ-32-SE, Tunis / dressé, héliogravé et publié par le Service géographique de l'Armée en 1922",1934,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340608
btv1b53260403g,"Carte des chemins de fer français / dressé, dessiné et publié par le Service géographique de l'armée",1937,800000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53260403g
oai:u-bordeaux-montaigne.fr:340592,"Afrique 1:500.000 Flle NI-32-NO, Tébessa / Dressé, héliogravé et publié par le Service géographique de l'Armée en 1924",1938,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340592
oai:u-bordeaux-montaigne.fr:340590,"Afrique 1:500.000 NI-32-SE, Gabès / dressé, heliogravé et publié par le Service géographique de l'Armée en 1930",1938,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340590
oai:u-bordeaux-montaigne.fr:340591,"Afrique 1:500.000 NI-32-SE, Gabès / dressé, heliogravé et publié par le Service géographique de l'Armée en 1930",1938,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340591
oai:u-bordeaux-montaigne.fr:340589,"Afrique 1:500.000 NI-32-SO, Tozeur / dressé, héliogravé et publié par le Service géographique de l'Armée en 1929",1938,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340589
oai:u-bordeaux-montaigne.fr:340593,"Afrique 1:500.000e Flle NI-32-NE, Sfax / dressé, héliogravé et publié par le Service géographique de l'Armée en 1923",1938,500000,1_direct,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits,0.53,partly,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340593
oai:u-bordeaux-montaigne.fr:340654,"Croquis de l'Afrique Française au 1.000.000e NJ-32, NI-32, Tunis - Sfax / Dressé, héliogravé et imprimé par le Service géographique de l'Armée en 1929",1938,1000000,1_direct,settlement_hierarchy | railways | roads | relief | chotts_sebkhas,0.53,partly,railways | roads,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340654
btv1b8439078n,Etude sur la frontière de la Tunisie / par le général Lewal ; F. Quévillon,1881,800000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | admin_boundaries,0.52,partly,railways | roads | admin_boundaries,relief,https://gallica.bnf.fr/ark:/12148/btv1b8439078n
btv1b53088086f,Carte de l'Algérie dressée au dépôt de la guerre / sous la direction de M. le lieut[enan]t général Pelet...,1846,1500000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | admin_boundaries,0.52,partly,railways | roads | admin_boundaries,relief,https://gallica.bnf.fr/ark:/12148/btv1b53088086f
btv1b53121304c,"La Nouvelle France. Corps d'armée, chemins de fer, canaux et rivières, frontières. Cartographie / Ed. Blondel La Rougery",1939,1732000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | water | admin_boundaries,0.51,partly,railways | roads | water | admin_boundaries,relief,https://gallica.bnf.fr/ark:/12148/btv1b53121304c
btv1b53024975r,"Carte de la Tunisie, dressée au service géographique de l'armée",1889,800000,1_direct,settlement_hierarchy | roads | relief | hydrography | chotts_sebkhas | tracks,0.50,partly,roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53024975r
btv1b53179703r,"Carte de la Régence de Tunis dressée au Dépôt général de la guerre sous la direction de Mr. le lieu.t gén.al baron Pelet d'après les observations et les reconnaissances de Mr. Falbe, cap.ne de vaisseau danois, de Mr. Pricot S.te Marie cap.ne d'Etat-major, et d'après les renseignemens recueillis par eux. Gravé J. Schwaerzlé",1842,400000,1_direct,settlement_hierarchy | relief | hydrography | roads,0.50,partly,roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b53179703r
btv1b530634783,Carte de la régence de Tunis dressée au dépôt de la guerre... 1857,1884,400000,1_direct,settlement_hierarchy | relief | hydrography | roads,0.50,partly,roads,relief,https://gallica.bnf.fr/ark:/12148/btv1b530634783
btv1b53066971w,"[Carte de la partie de l'Afrique romaine située entre la Moulouya et le Golfe de Gabès. 1° lat. =Om, 087 ; 1 ; 1. 425. 000 environ]",1800,,2_control_points,roads | archaeology,0.50,partly,roads,,https://gallica.bnf.fr/ark:/12148/btv1b53066971w
btv1b8490711r,[Carte de la partie de l'Afrique romaine située entre la Tafna et le golfe de Gabès. 1 : 2 000 000 environ],1800,,2_control_points,roads | archaeology,0.50,partly,roads,,https://gallica.bnf.fr/ark:/12148/btv1b8490711r
btv1b525062937,Itinéraire de Tunis à Bizerte et à la frontière d'Algérie / gravé par Erhard,1880,100000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | roads | admin_boundaries,0.50,partly,roads | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b525062937
btv1b7759078q,Itinéraire de Tunis à Bizerte et à la Frontière d'Algérie / Publié par le Dépôt de la Guerre ; Gravé par Erhard ... Paris,1880,100000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | roads | admin_boundaries,0.50,partly,roads | admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b7759078q
btv1b8458783m,Haïdra [plan des ruines près de la route de Tebessa],1926,,2_control_points,roads | archaeology,0.50,partly,roads,,https://gallica.bnf.fr/ark:/12148/btv1b8458783m
btv1b53213324v,Les gisements miniers de l'Afrique du Nord. Tunisie,1950,500000,2_control_points,mines | railways | roads | settlement_hierarchy | admin_limits,0.49,partly,railways | roads,,https://gallica.bnf.fr/ark:/12148/btv1b53213324v
