record_id,title,year,scale_denominator,georef_tier,layers,osm_rebuild_score,osm_rebuild,rebuildable_layers,blocked_layers,url
btv1b8592962m,"Itinéraire du Caire à la Mecque, selon la relation de Dom Philippo de Tunis, qui en a fait un voyage l'an 1657 / par P. Du Val,...",1677,,3_warp_only,roads,0.40,partly,roads,,https://gallica.bnf.fr/ark:/12148/btv1b8592962m
btv1b53283019q,Carte de la Mer Mediterranée sur laquelle on a distingué par des couleurs les six divisions des Materiaux qui se conserve[n]t au dépôt des Cartes de la Marine pour servir à la construction des cartes du nouveau portuland de cette Mer,1736,8996123,2_control_points,coastline | principal_towns | coastline_bathymetry,0.40,partly,coastline,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b53283019q
btv1b530877105,"Carte frontière du département de Haute-Garonne / par Bartro, capitaine des douanes à Luchon ; dressée d'après Cassini, et les plans du cadastre des communes ; revue par Mr Barrau, docteur en médecine au même lieu ; gravé par Pierre Tardieu",1842,91000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | admin_boundaries | urban_fabric | economy,0.40,partly,admin_boundaries | urban_fabric,,https://gallica.bnf.fr/ark:/12148/btv1b530877105
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000856964,Plan de l'avenue Richerand. Alignements : ordonnance royale du 24 octobre 1846,1851,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000856964
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000856795,Plan de la rue de l'Ecole de Médecine. Alignements : ordonnance royale et décrets 1836 à 1884,1887,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000856795
btv1b532830203,[Model des cartes dressée pour les 6 divisions],,9110870,2_control_points,coastline | principal_towns | coastline_bathymetry,0.40,partly,coastline,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b532830203
btv1b53237563t,[Routes et sondes entre Zerbi et le Cap Poule],,,2_control_points,coastline_bathymetry | roads,0.40,partly,roads,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b53237563t
btv1b532367135,"[Routes et sondes sur la côte de Barbarie, entre le cap Mesurat et le cap Africa]",,,2_control_points,coastline_bathymetry | roads,0.40,partly,roads,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b532367135
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857406,"[Plan montrant le prolongement du boulevard Saint-Germain, l'alignement de la rue de l'Ecole de Médecine, et le projet d'ouverture de la rue Danton. Plan parcellaire] : [Vers 1879]",,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857406
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857407,Agrandissement de l'Ecole pratique de la Faculté de Médecine. Plan parcellaire : 1882-1883,,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857407
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857408,Ecole de médecine. Formation du périmètre. Plan parcellaire : [Vers 1878],,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857408
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857405,Ecole Pratique de la faculté de Médecine. Formation du périmètre. Plan parcellaire : [Vers 1878],,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857405
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000857382,Expropriations complémentaires du boulevard [Saint-Michel] 5e arrondt. [Espace compris à l'angle du quai St-Michel]. Expropriations complémentaires du boulevard [Saint-Michel] 6e arrondt. [partie comprise entre les rues Pierre-Sarrazin et de l'Ecole de Médecine.] Plans parcellaires : 1855,,,3_warp_only,urban_fabric,0.40,partly,urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000857382
btv1b8442159r,"Carte routière de la Tunisie / dressée par le Touring Club de France... ; (Davinière, del.)",1900,1000000,2_control_points,roads | railways | settlement_hierarchy | admin_limits | wells_springs | ports_lighthouses | telegraph,0.39,little,roads | railways | ports_lighthouses,telegraph,https://gallica.bnf.fr/ark:/12148/btv1b8442159r
oai:u-bordeaux-montaigne.fr:340352,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,500000,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | mines,0.37,little,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340352
oai:u-bordeaux-montaigne.fr:340351,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,500000,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | mines,0.37,little,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340351
oai:u-bordeaux-montaigne.fr:340353,"Carte géologique [de la Tunisie] / Régence de Tunis, Direction générale des travaux publics ; dressé par M. Solignac, ...",1931,500000,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | mines,0.37,little,roads | railways,relief,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340353
btv1b53066673n,Régence de Tunis. Direction générale des travaux publics. Carte géologique / dressée par M. Soligna...,1931,500000,2_control_points,geology | mines | railways | roads | settlement_hierarchy,0.37,little,railways | roads,geology,https://gallica.bnf.fr/ark:/12148/btv1b53066673n
btv1b8441605m,"Carte d'une reconnaissance archéologique dans la région centrale de la Tunisie, exécutée en 1882 et 1883 / par M. Julien Poinssot...",1882,400000,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | archaeology,0.37,little,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b8441605m
btv1b8439057g,Carte d'une reconnaissance archéologique dans la région centrale de la Tunisie / exécutée en 1882 et 1883 par M. Julien Poinssot,1883,400000,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | archaeology,0.37,little,roads | railways,relief,https://gallica.bnf.fr/ark:/12148/btv1b8439057g
btv1b84904747,"Carte des côtes de Tripoly de Barbarie depuis le Cap Mesurat jusqu'à Sousse avec les bancs, roches et sondes... / dressée par François Olivier pilote sur ses observations de latitude faites dans sa campagne de 17... sur le vaisseau le Zéphir commandé par M. Bandeville capitaine de vaisseau ; Présentée à M. le Comte de Maurepas en 1729",1729,1120000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | settlements | coastline_bathymetry | land_use,0.37,little,railways | roads | settlements | land_use,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b84904747
btv1b101236288,"Colonie du Gabon et du Congo français. Reconnaissances préliminaires pour l'étude des voies de communication entre la côte du Loango et Brazzaville par la vallée du Kouilou-Niari / carte levée par Léon Jacob, 1887-1888 : Feuille no 1",1888,185200,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | settlements | coastline_bathymetry,0.35,little,roads | railways | settlements,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b101236288
btv1b10123629q,"Colonie du Gabon et du Congo français. Reconnaissances préliminaires pour l'étude des voies de communication entre la côte du Loango et Brazzaville par la vallée du Kouilou-Niari / carte levée par Léon Jacob, 1887-1888 : Feuille no 2",1888,185200,2_control_points,settlement_hierarchy | roads | railways | relief | hydrography | admin_limits | settlements | coastline_bathymetry,0.35,little,roads | railways | settlements,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b10123629q
btv1b53009003n,[Tunisie et partie de l'Algérie entre Tripoli et le Rif] / [par Jean-Baptiste d'Anville],1742,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53009003n
btv1b10841751m,"La production minière et l'énergie en 1950 par Jacques Bertin : [Carte de l'activité minière d'une partie du Maroc, de l'Algérie et de la Tunisie] / Jacques Bertin",,,2_control_points,settlements | mines,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b10841751m
btv1b8494779k,Aphrodisium demolita a Carolo V Imp.,1700,,2_control_points,settlements | forts_ksour,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b8494779k
btv1b53009152n,"[Province romaine d'Afrique entre le Sinus Numidicus [Golfe de Collo], Tacape [Gabès], avec l'intérieur jusqu'à Tabudeos [Taïbek-el-Gubbia] / [par Jean-Baptiste d'Anville]",1732,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53009152n
btv1b59640936,"Carte de la partie de l'Afrique où les Carthaginois ont étendu leur domination dressée pour l'intelligence de l'histoire ancienne de Mr. Rollin ; Les environs de Carthage exprimés plus en détail / par le Sr. d'Anville, Géographe ord[inaire] du Roi ; Bourgoin sculp.",1738,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b59640936
btv1b53171162r,"Carte de la partie de l'Afrique où les Carthaginois ont étendu leur domination dressée pour l'intelligence de l'histoire ancienne de Mr. Rollin / par le Sr. d'Anville, Géographe ord[inaire] du Roi ; Bourgoin sculp.",1782,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53171162r
btv1b53036695f,"Esquisse de la restauration de la ville de Carthage : d'après la topographie de Carthage de Mr. Dureau de la Malle, la carte de Mr Falbe et des dessins inédits des 16e, 17e et 18e siècles / par P. A. Dedreux, architecte ; autographié par L. Letronne",1837,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53036695f
btv1b53098598z,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098598z
btv1b53098599d,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b53098599d
btv1b84587841,"Kasserine... Les renseignements relatifs aux ruines... / tont été recueillis... par MM. Renault,... ; Barbencey ; Pineau et Dr Villeneuve [...]",,,2_control_points,settlements | archaeology,0.34,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b84587841
btv1b8494592r,"Projet de Délimitation entre l'Algérie et la Régence de Tunis depuis le Cap Roux jusqu'au Cours de la Medjerda, suivant la proposition faite le 9 Novembre 1843 par le Général Randon, ... / Vu et approuvé par le Général commandant la Subdivision de Bône. Signé : Randon",1843,100000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | admin_boundaries,0.32,little,admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b8494592r
btv1b53063630m,"Projet de délimitation entre l'Algérie et la régence de Tunis depuis le cap Roux jusqu'au cours de la Medjerda, suivant la proposition faite le 9 novembre 1843, par le général Randon, commissaire du gouvernement français pour la démarcation de cette frontière",1843,100000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | admin_boundaries,0.32,little,admin_boundaries,,https://gallica.bnf.fr/ark:/12148/btv1b53063630m
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001956435,Tunisie physique et administrative,1926,,3_warp_only,railways | admin_boundaries,0.32,little,railways | admin_boundaries,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001956435
btv1b8491219n,"Estats de l'Empire du Grand Seigneur des Turcs... en Asie, en Afrique et en Europe / par Nicolas Sanson d'Abbeville...",1654,11150000,3_warp_only,coastline | principal_towns | settlements,0.32,little,coastline | settlements,,https://gallica.bnf.fr/ark:/12148/btv1b8491219n
btv1b53242311p,"Suite des costes d'Espagne et Barbarie, depuis Cartagène jusqu'à Denia et depuis cap Falcon jusqu'au cap Carbon / Michelot, hydrographe..., et Bremond, hydrographe du Roy et de la ville... ; Gravée par P. Starck-man",1723,,2_control_points,settlements | coastline_bathymetry | water,0.32,little,settlements | water,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b53242311p
btv1b53236710t,"Plan et description de la coste de Tripoly de Barbarie depuis le cap Mesurat jusques a la ville de Sousse... / suivant lexacte observation qui en a esté faite par François Olivier, pilote entretenu au departement de Toulon",1729,,2_control_points,settlements | coastline_bathymetry | land_use,0.32,little,settlements | land_use,coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b53236710t
btv1b84922819,"Carte des Cotes de Tunis Depuis le Cap africa jusqu'aux Frères, par le Capitaine Smythe secondé par MM. Slater & Elson",1829,520000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | coastline_bathymetry,0.32,little,railways | roads,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b84922819
btv1b8439510s,Croquis de la ville de Qirwan,1884,10000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | settlements,0.32,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b8439510s
oai:u-bordeaux-montaigne.fr:218963,Algérie et Tunisie : d'après les documents fournis par le Dépôt de la guerre (Service géographique) : orthographe des noms arabes d'après les principes du Général Parmentier / dessinée par J. Hansen ; gravée par E. Morieu,1885,1800000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | coastline_bathymetry,0.32,little,railways | roads,relief | coastline_bathymetry,https://1886.u-bordeaux-montaigne.fr/s/1886/item/218963
btv1b531213174,"Carte de France publiée par le Petit Journal d'après les documents les plus récents, indiquant la division par départements, avec les chemins de fer, les cours d'eau, les routes, les canaux, les uniformes de l'Armée française, les pavillons des différentes nations, les décorations françaises, les monnaies, etc. / Dressée et dessinée... par A. Guibal",1900,1600000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | coastline_bathymetry,0.32,little,railways | roads,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b531213174
oai:u-bordeaux-montaigne.fr:340449,"Tunisie Flle. N° XLIII-B5-C37, Enfidaville / dressé, gravé et publié par le Service géographique de l'Armée (révision de 1930)",1930,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | settlements,0.32,little,settlements,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340449
oai:u-bordeaux-montaigne.fr:340412,"Tunisie Feuille n° XXVI-B3-C34, Oued-Zarga / dressé, héliogravé et publié par le service géographique de l'Armée (complété en 1931)",1931,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water,0.32,little,water,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340412
oai:u-bordeaux-montaigne.fr:340511,"Tunisie Flle. N° LXXII-B9-C37, Oued Cherita / dessiné, héliogravé et publié par le Service Géographique de l'Armée en 1922 (Complété en 1931)",1931,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water,0.32,little,water,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340511
oai:u-bordeaux-montaigne.fr:340368,"Tunisie Flle. N° V-B0-C34, Oued Sedjenane / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1932)",1932,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water,0.32,little,water,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340368
btv1b53293507m,"A Chart of the Sea Coast of Italy, Sicily and part of Barbary",,1944000,2_control_points,settlement_hierarchy | railways | roads | relief | chotts_sebkhas | coastline_bathymetry,0.32,little,railways | roads,relief | coastline_bathymetry,https://gallica.bnf.fr/ark:/12148/btv1b53293507m
btv1b53121094z,"Distrito de Beja. Planta do concelho de Cuba, extraida da planta cadastral",,25000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | urban_fabric,0.32,little,urban_fabric,,https://gallica.bnf.fr/ark:/12148/btv1b53121094z
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993673,[Plan d'implantation du Théâtre de l'Odéon : projet définitif],,,3_warp_only,water | urban_fabric,0.32,little,water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993673
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000855476,"Conduite principale de l'école de Médecine. Conduites secondaires et bornes fontaines dans la 1ère inspection, année 1834",,,3_warp_only,settlements | urban_fabric,0.32,little,settlements | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000855476
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0000855788,Division de la Ville de Paris en circonscriptions de dispensaires anti-tuberculeux. Nombre des habitants par arrondissement et circonscription : [Vers 1914 ?],,,3_warp_only,settlements | admin_boundaries | population,0.32,little,settlements | admin_boundaries,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000855788
btv1b530647344,Nouvelle carte de la Tunisie,1920,900000,2_control_points,settlement_hierarchy | roads | railways | shrines_marabouts | wells_springs | ruins_antique | mines | admin_limits | ports_lighthouses | relief | chotts_sebkhas | tribes,0.30,little,roads | railways | ports_lighthouses,relief | tribes,https://gallica.bnf.fr/ark:/12148/btv1b530647344
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993543,[Projet de lotissement du quartier de l'Odéon],,,3_warp_only,settlements | water | urban_fabric,0.29,little,settlements | water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993543
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993075,Plan général de la nouvelle salle de Comédie française sur le terrein de l'ancien Hôtel de Condé avec les terreins qui l'environnent,,,3_warp_only,settlements | water | urban_fabric,0.29,little,settlements | water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993075
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993081,Plan général de la nouvelle salle de Comédie françoise sur l'ancien terrein de l'hotel de Condé avec les terreins qui l'environnent,,,3_warp_only,settlements | water | urban_fabric,0.29,little,settlements | water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993081
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993092,Plan général de la nouvelle salle de Comédie françoise sur le terrein de l'ancien hotel de Condé avec les terreins qui l'environnent,,,3_warp_only,settlements | water | urban_fabric,0.29,little,settlements | water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993092
oai:bibliotheques-specialisees.paris.fr:ark:/73873/pf0001993044,Plan général de la nouvelle salle de Comédie françoise sur le terrein de l'ancien Hôtel de Condé et des rues qui y aboutiront,,,3_warp_only,settlements | water | urban_fabric,0.29,little,settlements | water | urban_fabric,,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001993044
btv1b84393474,Carte du bassin de l'oued Melah entre le Coudiál Hameïmet et la mer,1885,40000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water,0.26,little,water,,https://gallica.bnf.fr/ark:/12148/btv1b84393474
btv1b108916885,"[Algérie]. Tracés des lignes télégraphiques de Touggourt à El Oued et d'El Oued à Nefta, par Paul Bayol, 1897-1898 (2 cartes sur calque au 1/200 000 et au 1/100 000)",1897,100000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water,0.26,little,water,,https://gallica.bnf.fr/ark:/12148/btv1b108916885
btv1b53233066w,"Restauration des Aqueducs de Carthage. / Royaume de Tunis ; [par P. Colin, ingénieur civil, chevalier de la Légion d'honneur]",1862,50000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | water | archaeology,0.25,little,water,,https://gallica.bnf.fr/ark:/12148/btv1b53233066w
btv1b53066570x,Manoeuvres d'Algérie-Tunisie. 1929,1929,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b53066570x
btv1b531968799,Afr. II tab.,1578,4826000,3_warp_only,coastline | principal_towns | archaeology,0.25,little,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b531968799
btv1b53196817x,Africae propriae tabula / ex conatibus geographicis Abrahami Ortelii [...] 1590,1590,5045000,3_warp_only,coastline | principal_towns | archaeology,0.25,little,coastline,,https://gallica.bnf.fr/ark:/12148/btv1b53196817x
btv1b84935785,Plan figuratif du Site de l'Antique Nasium et de ses Environs Dessiné a vue d'oeil et sans toisé géométrique par Denis fis (élève en Médecine) en 1817,1817,8000,2_control_points,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | settlements | archaeology,0.25,little,settlements,,https://gallica.bnf.fr/ark:/12148/btv1b84935785
btv1b53021091b,"Environs de Tunis et Carthage / Levés exécutés par MM. les capitaines Derrien... ; Koszutski... ; sous la direction de M. le commt Perrier, en 1878",1878,40000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | archaeology,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b53021091b
btv1b8441166k,"Plan de Sfax, 1/2 000, levé et dessiné par le lieutenant d'artillerie soussigné. Sfax, le 25 septembre 1881 : H. Baquet",1881,2000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b8441166k
btv1b53029646j,Environs de Bizerte,1898,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b53029646j
btv1b530294979,Environs de Tunis,1898,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b530294979
btv1b531797063,Plan de Tunis,1901,6000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b531797063
oai:u-bordeaux-montaigne.fr:340371,"Tunisie Flle. N° VII.B 0-C 36, Porto-Farina / dressé, gravé et publié par Service géographique de l'armée (Révision de 1902)",1902,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340371
oai:u-bordeaux-montaigne.fr:340390,"Tunisie Flle. N° XIV-B 1-C 37, La Marsa / dressé, gravé et publié par Service géographique de l'armée (révision de 1902)",1902,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340390
oai:u-bordeaux-montaigne.fr:340396,"Tunisie Flle. N° XX-B2-C36, Tunis / dressé, gravé et publié par le Service géographique de l'Armée (révision de 1902)",1902,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340396
oai:u-bordeaux-montaigne.fr:340408,"Tunisie Flle. N° XXI-B2-C37, La Goulette / dressé, gravé et publié par le Service géographique de l'Armée (révision de 1902)",1902,50,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340408
btv1b53062063k,"Carte archéologique et topographique des ruines de Carthage dressée d'après les relevés de M. l'adjoint du génie Bordy / avec le concours de MM. le R. P. Delattre ; ,... le général Dolot ; ,... P. Gauckler,...",1907,5000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis | archaeology,0.25,little,,,https://gallica.bnf.fr/ark:/12148/btv1b53062063k
oai:u-bordeaux-montaigne.fr:340367,"Tunisie Flle. N° IV-B0-C33, Cap Negro / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1922)",1922,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340367
oai:u-bordeaux-montaigne.fr:340374,"Tunisie Flle. N° X-B1-C33, Nefza / dressé, héliogravé et publié par le Service Géographique de l'Armée (complété en 1922)",1922,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340374
oai:u-bordeaux-montaigne.fr:340436,"Tunisie Flle. N° XL-B5-C34, Gafour / dressé, héliogravé et publié par le Service géographique de l'Armée, en 1922",1922,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340436
oai:u-bordeaux-montaigne.fr:340470,"Tunisie Flle. N° LI-B7-C32, Tadjerouine / dressé, héliogravé et publié par le Service Géographique de l'Armée en 1923 (révision partielle de 1923)",1923,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340470
oai:u-bordeaux-montaigne.fr:340475,"Tunisie Flle. N° LVI-B7-C37, Sebkra Kelbia / dressé, gravé et publié par le Service géographique de l'Armée (complété en 1923)",1923,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340475
oai:u-bordeaux-montaigne.fr:340493,"Tunisie Flle. N° LXIV-B8-C37, Sidi El Hani / dressé, héliogravé et publié par le Service géographique de l'Armée (Complété en 1923)",1923,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340493
oai:u-bordeaux-montaigne.fr:340428,"Tunisie Flle. N° XXXII-B4-C33, Souk el Arba / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1923)",1923,50000,1_direct,wells_springs | shrines_marabouts | forts_ksour | ruins_henchirs | rural_settlement | tracks | vegetation | contours | wadis,0.25,little,,,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340428
