record_id,sheet_name,plate,ink_share,width_median_px,width_p10_px,width_p90_px,components,components_over_200px,network_px,network_share_of_plate,network_skeleton_px
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,green,0.03871,2.0,2.0,4.0,135111,368,,,
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,wash,0.02684,2.0,2.0,2.8,196285,65,,,
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,dark,0.24032,2.8,2.0,5.7,85248,1680,7784921,0.904,2374368
oai:u-bordeaux-montaigne.fr:340510,Pavillier,black,0.09477,2.0,2.0,4.0,262490,1658,,,
oai:u-bordeaux-montaigne.fr:340510,Pavillier,red,0.0071,2.0,2.0,2.8,38274,63,82866,0.328,33742
oai:u-bordeaux-montaigne.fr:340510,Pavillier,brown,0.01619,2.0,2.0,2.0,59297,371,,,
oai:u-bordeaux-montaigne.fr:340510,Pavillier,blue,0.00115,2.0,2.0,2.0,24273,0,1153,0.028,445
oai:u-bordeaux-montaigne.fr:340510,Pavillier,green,0.01466,2.0,2.0,4.0,92787,6,,,
oai:u-bordeaux-montaigne.fr:340510,Pavillier,wash,0.01254,2.0,2.0,2.0,153947,36,,,
oai:u-bordeaux-montaigne.fr:340510,Pavillier,dark,0.13815,2.0,2.0,4.5,268590,1213,4038257,0.821,1360408
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,black,0.07157,2.0,2.0,4.0,158027,1892,,,
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,red,0.00809,2.0,2.0,4.0,32716,145,119918,0.415,46831
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,brown,0.01283,2.0,2.0,2.0,35724,183,,,
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,blue,0.00375,2.0,2.0,2.0,55629,3,14339,0.107,8710
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,green,0.015,2.0,2.0,4.0,93281,6,,,
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,wash,0.02778,2.0,2.0,2.0,181768,862,,,
oai:u-bordeaux-montaigne.fr:340511,Oued Cherita,dark,0.12718,2.0,2.0,4.5,166097,1808,3530590,0.777,1251730
oai:u-bordeaux-montaigne.fr:340512,Kerker,black,0.06872,2.0,2.0,4.5,155062,1994,,,
oai:u-bordeaux-montaigne.fr:340512,Kerker,red,0.0216,2.0,2.0,4.0,34135,687,604908,0.785,219278
oai:u-bordeaux-montaigne.fr:340512,Kerker,brown,0.03483,2.0,2.0,4.0,94445,724,,,
oai:u-bordeaux-montaigne.fr:340512,Kerker,blue,0.00681,2.0,2.0,2.0,86236,10,71038,0.293,36947
oai:u-bordeaux-montaigne.fr:340512,Kerker,green,0.02179,2.0,2.0,2.8,146151,50,,,
oai:u-bordeaux-montaigne.fr:340512,Kerker,wash,0.02935,2.0,2.0,2.0,258789,238,,,
oai:u-bordeaux-montaigne.fr:340512,Kerker,dark,0.1547,2.0,2.0,4.5,161609,2069,4663979,0.846,1669212
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,black,0.2139,2.8,2.0,5.7,241487,3387,,,
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,red,0.00648,2.0,2.0,2.0,70010,43,42606,0.184,16703
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,brown,0.04743,2.0,2.0,4.0,230208,1115,,,
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,blue,0.0048,2.0,2.0,2.0,96034,0,971,0.006,358
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,green,0.06886,2.0,2.0,4.0,234993,1492,,,
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,wash,0.02835,2.0,2.0,2.8,267313,36,,,
oai:u-bordeaux-montaigne.fr:340513,Djebel Bireno,dark,0.35853,2.8,2.0,6.0,185916,477,12285710,0.96,3853042
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,black,0.2145,2.0,2.0,4.5,284960,3501,,,
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,red,0.00624,2.0,2.0,2.8,57900,93,62660,0.281,24232
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,brown,0.03799,2.0,2.0,2.8,221480,858,,,
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,blue,0.00152,2.0,2.0,2.0,32989,0,926,0.017,341
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,green,0.0516,2.0,2.0,2.8,296323,410,,,
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,wash,0.01354,2.0,2.0,2.0,150535,0,,,
oai:u-bordeaux-montaigne.fr:340514,Djebel Semmama,dark,0.31762,2.8,2.0,5.7,292153,691,10542919,0.927,3527346
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,black,0.10923,2.0,2.0,4.5,151845,3082,,,
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,red,0.02537,2.0,2.0,4.5,55119,979,723038,0.798,229661
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,brown,0.06745,2.0,2.0,4.0,164432,1788,,,
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,blue,0.00488,2.0,2.0,2.0,89854,0,934,0.005,326
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,green,0.04221,2.0,2.0,4.0,172767,586,,,
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,wash,0.02163,2.0,2.0,2.0,227174,8,,,
oai:u-bordeaux-montaigne.fr:340515,Djebel Mrhila,dark,0.24052,2.8,2.0,6.0,55732,1231,8124424,0.946,2456733
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,black,0.18477,2.8,2.0,5.7,158397,3754,,,
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,red,0.02276,2.0,2.0,4.5,42778,868,598970,0.733,195320
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,brown,0.03349,2.0,2.0,4.0,174212,694,,,
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,blue,0.00673,2.0,2.0,2.8,78232,96,76192,0.316,35375
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,green,0.02439,2.0,2.0,4.0,120325,441,,,
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,wash,0.02509,2.0,2.0,2.8,158101,78,,,
oai:u-bordeaux-montaigne.fr:340516,Hadjeb el Aïoun,dark,0.26774,2.8,2.0,6.0,157984,1157,8836664,0.92,2577032
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,black,0.09093,2.8,2.0,4.5,99321,2850,,,
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,red,0.02453,2.0,2.0,4.0,40282,966,671096,0.764,228889
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,brown,0.03925,2.0,2.0,4.0,126988,679,,,
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,blue,0.00212,2.0,2.0,2.0,35714,0,4234,0.056,1857
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,green,0.03445,2.0,2.0,4.5,115907,74,,,
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,wash,0.01023,2.0,2.0,2.8,104893,2,,,
oai:u-bordeaux-montaigne.fr:340527,Nasr Allah,dark,0.17486,4.0,2.0,5.7,74227,1367,5678590,0.907,1663692
oai:u-bordeaux-montaigne.fr:340528,Chorbane,black,0.08475,2.8,2.0,4.0,95593,2705,,,
oai:u-bordeaux-montaigne.fr:340528,Chorbane,red,0.02165,2.0,2.0,4.0,23214,938,644928,0.833,233705
oai:u-bordeaux-montaigne.fr:340528,Chorbane,brown,0.02044,2.0,2.0,4.0,73777,162,,,
oai:u-bordeaux-montaigne.fr:340528,Chorbane,blue,0.00452,2.0,2.0,2.0,85765,0,2803,0.017,1419
oai:u-bordeaux-montaigne.fr:340528,Chorbane,green,0.0185,2.0,2.0,2.8,126355,3,,,
oai:u-bordeaux-montaigne.fr:340528,Chorbane,wash,0.02461,2.0,2.0,2.0,284952,134,,,
oai:u-bordeaux-montaigne.fr:340528,Chorbane,dark,0.1483,2.8,2.0,4.5,84107,1770,4426508,0.835,1389834
oai:u-bordeaux-montaigne.fr:340529,El Djem,black,0.09468,2.8,2.0,4.5,108542,2751,,,
oai:u-bordeaux-montaigne.fr:340529,El Djem,red,0.01492,2.0,2.0,4.0,40092,293,325836,0.604,119502
oai:u-bordeaux-montaigne.fr:340529,El Djem,brown,0.02001,2.0,2.0,4.0,69698,406,,,
oai:u-bordeaux-montaigne.fr:340529,El Djem,blue,0.00115,2.0,2.0,2.0,26292,0,512,0.012,251
oai:u-bordeaux-montaigne.fr:340529,El Djem,green,0.0281,2.0,2.0,4.0,96725,784,,,
oai:u-bordeaux-montaigne.fr:340529,El Djem,wash,0.00938,2.0,2.0,2.0,121490,12,,,
oai:u-bordeaux-montaigne.fr:340529,El Djem,dark,0.15217,2.8,2.0,5.7,103083,752,4956883,0.901,1551190
oai:u-bordeaux-montaigne.fr:340530,Chebba,black,0.04741,2.8,2.0,4.5,69074,1537,,,
oai:u-bordeaux-montaigne.fr:340530,Chebba,red,0.01837,2.0,2.0,4.0,30376,518,476318,0.726,166641
oai:u-bordeaux-montaigne.fr:340530,Chebba,brown,0.0181,2.0,2.0,4.0,58188,270,,,
oai:u-bordeaux-montaigne.fr:340530,Chebba,blue,0.00603,2.0,2.0,2.0,63831,90,68270,0.317,30733
oai:u-bordeaux-montaigne.fr:340530,Chebba,green,0.03375,2.0,2.0,4.0,129279,5,,,
oai:u-bordeaux-montaigne.fr:340530,Chebba,wash,0.01406,2.0,2.0,2.0,169403,24,,,
oai:u-bordeaux-montaigne.fr:340530,Chebba,dark,0.11332,2.8,2.0,4.5,119593,1184,3060504,0.756,954978
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,black,0.19548,2.8,2.0,4.5,203458,4067,,,
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,red,0.00986,2.0,2.0,4.0,69644,162,137486,0.391,43615
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,brown,0.03406,2.0,2.0,4.0,171360,834,,,
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,blue,0.00441,2.0,2.0,2.0,83498,0,532,0.003,220
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,green,0.10295,2.0,2.0,2.8,430028,1456,,,
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,wash,0.02325,2.0,2.0,2.8,205498,38,,,
oai:u-bordeaux-montaigne.fr:340531,Bou Chebka,dark,0.35574,2.8,2.0,4.5,270131,342,11915193,0.94,4091766
oai:u-bordeaux-montaigne.fr:340532,Kasserine,black,0.18782,2.0,2.0,4.5,256779,3966,,,
oai:u-bordeaux-montaigne.fr:340532,Kasserine,red,0.01138,2.0,2.0,4.0,67203,132,121582,0.299,44374
oai:u-bordeaux-montaigne.fr:340532,Kasserine,brown,0.05871,2.0,2.0,4.0,242276,1195,,,
oai:u-bordeaux-montaigne.fr:340532,Kasserine,blue,0.00789,2.0,2.0,2.0,126365,26,20347,0.072,7798
oai:u-bordeaux-montaigne.fr:340532,Kasserine,green,0.05722,2.0,2.0,4.0,153296,833,,,
oai:u-bordeaux-montaigne.fr:340532,Kasserine,wash,0.03745,2.0,2.0,4.0,217463,174,,,
oai:u-bordeaux-montaigne.fr:340532,Kasserine,dark,0.3412,2.8,2.0,6.0,188031,821,11484592,0.943,3482517
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,black,0.11362,2.8,2.0,5.7,153046,2472,,,
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,red,0.01402,2.0,2.0,4.5,33775,312,288647,0.573,89058
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,brown,0.03973,2.0,2.0,4.0,122831,760,,,
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,blue,0.00499,2.0,2.0,2.8,45662,73,61045,0.341,23470
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,green,0.06454,2.8,2.0,4.5,96083,909,,,
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,wash,0.01439,2.0,2.0,4.0,69722,166,,,
oai:u-bordeaux-montaigne.fr:340533,Djebeniana,dark,0.23228,4.0,2.0,6.3,137512,1634,7324469,0.878,1951524
oai:u-bordeaux-montaigne.fr:340534,,black,0.18121,2.0,2.0,4.5,230303,6046,,,
oai:u-bordeaux-montaigne.fr:340534,,red,0.02294,2.0,2.0,4.0,50284,1019,794718,0.781,274246
oai:u-bordeaux-montaigne.fr:340534,,brown,0.04989,2.0,2.0,4.0,343604,994,,,
oai:u-bordeaux-montaigne.fr:340534,,blue,0.00435,2.0,2.0,2.0,104169,1,7709,0.04,3377
oai:u-bordeaux-montaigne.fr:340534,,green,0.02067,2.0,2.0,4.0,169435,178,,,
oai:u-bordeaux-montaigne.fr:340534,,wash,0.02775,2.0,2.0,2.8,294481,23,,,
oai:u-bordeaux-montaigne.fr:340534,,dark,0.27952,2.8,2.0,4.5,132777,1843,11456024,0.924,3816717
oai:u-bordeaux-montaigne.fr:340535,,black,0.13902,2.8,2.0,4.5,164971,3685,,,
oai:u-bordeaux-montaigne.fr:340535,,red,0.01766,2.0,2.0,4.0,47017,649,580954,0.723,221253
oai:u-bordeaux-montaigne.fr:340535,,brown,0.03289,2.0,2.0,4.0,190785,874,,,
oai:u-bordeaux-montaigne.fr:340535,,blue,0.0212,2.0,2.0,6.0,75177,206,838376,0.869,302208
oai:u-bordeaux-montaigne.fr:340535,,green,0.01654,2.0,2.0,4.0,110914,180,,,
oai:u-bordeaux-montaigne.fr:340535,,wash,0.01843,2.0,2.0,4.0,128350,226,,,
oai:u-bordeaux-montaigne.fr:340535,,dark,0.20688,2.8,2.0,6.0,168284,1632,8537359,0.907,2404427
oai:u-bordeaux-montaigne.fr:340616,,black,0.07728,2.0,2.0,4.0,199506,2477,,,
oai:u-bordeaux-montaigne.fr:340616,,red,0.03451,2.0,2.0,5.7,55110,938,866328,0.652,274143
oai:u-bordeaux-montaigne.fr:340616,,brown,0.02758,2.0,2.0,4.0,114313,286,,,
oai:u-bordeaux-montaigne.fr:340616,,blue,0.01554,2.0,2.0,2.0,187541,111,176157,0.294,84661
oai:u-bordeaux-montaigne.fr:340616,,green,0.05592,2.0,2.0,4.0,196004,127,,,
oai:u-bordeaux-montaigne.fr:340616,,wash,0.03777,2.0,2.0,2.8,348023,133,,,
oai:u-bordeaux-montaigne.fr:340616,,dark,0.19855,2.8,2.0,5.7,226343,2639,5935983,0.776,1674845
oai:u-bordeaux-montaigne.fr:340628,,black,0.06488,2.8,2.0,4.5,82177,1924,,,
oai:u-bordeaux-montaigne.fr:340628,,red,0.02046,2.0,2.0,4.5,41436,434,538059,0.699,163958
oai:u-bordeaux-montaigne.fr:340628,,brown,0.02652,2.0,2.0,4.0,99550,456,,,
oai:u-bordeaux-montaigne.fr:340628,,blue,0.00568,2.0,2.0,2.0,80949,20,24307,0.114,9235
oai:u-bordeaux-montaigne.fr:340628,,green,0.00873,2.0,2.0,4.0,59209,5,,,
oai:u-bordeaux-montaigne.fr:340628,,wash,0.02143,2.0,2.0,2.8,131317,198,,,
oai:u-bordeaux-montaigne.fr:340628,,dark,0.12155,2.8,2.0,6.0,77574,818,4158908,0.909,1155921
oai:u-bordeaux-montaigne.fr:340629,,black,0.09004,2.0,2.0,4.0,126225,1580,,,
oai:u-bordeaux-montaigne.fr:340629,,red,0.02127,2.0,2.0,4.0,26096,271,307048,0.686,114612
oai:u-bordeaux-montaigne.fr:340629,,brown,0.01847,2.0,2.0,2.8,62675,62,,,
oai:u-bordeaux-montaigne.fr:340629,,blue,0.00383,2.0,2.0,2.0,51351,0,0,0.0,0
oai:u-bordeaux-montaigne.fr:340629,,green,0.00933,2.0,2.0,2.8,48468,10,,,
oai:u-bordeaux-montaigne.fr:340629,,wash,0.02716,2.0,2.0,2.8,137106,8,,,
oai:u-bordeaux-montaigne.fr:340629,,dark,0.145,2.0,2.0,4.5,125305,630,2651258,0.869,864709
